Time,"Intake air temperature","Air mass flow","Target air mass flow","Lambda actual value","Coolant temperature","Current battery voltage","Oil pressure","Oil temperature","Boost pressure"
272.610,122.45,8.00,106.30,0.99,225.79,14840.00,3.24,221.00,0.13
272.850,122.45,8.00,11.10,0.99,225.79,14840.00,3.24,221.00,0.13
273.091,122.45,8.00,11.10,3.99,225.79,14840.00,3.24,221.00,0.13
273.331,122.45,8.00,11.10,3.99,226.87,14840.00,3.24,221.00,0.13
273.571,122.45,8.00,11.10,3.99,226.87,14940.00,3.24,221.00,0.13
273.811,122.45,8.00,11.10,3.99,226.87,14940.00,2.80,221.00,0.13
274.051,122.45,8.00,11.10,3.99,226.87,14940.00,2.80,221.00,0.13
274.291,122.45,8.00,11.10,3.99,226.87,14940.00,2.80,221.00,0.03
274.531,123.80,8.00,11.10,3.99,226.87,14940.00,2.80,221.00,0.03
274.771,123.80,8.00,11.10,3.99,226.87,14940.00,2.80,221.00,0.03
275.010,123.80,8.00,10.50,3.99,226.87,14940.00,2.80,221.00,0.03
275.251,123.80,8.00,10.50,6.87,226.87,14940.00,2.80,221.00,0.03
275.491,123.80,8.00,10.50,6.87,227.59,14940.00,2.80,221.00,0.03
275.730,123.80,8.00,10.50,6.87,227.59,14900.00,2.80,221.00,0.03
275.970,123.80,8.00,10.50,6.87,227.59,14900.00,2.51,221.00,0.03
276.211,123.80,8.00,10.50,6.87,227.59,14900.00,2.51,221.00,0.03
276.451,123.80,8.00,10.50,6.87,227.59,14900.00,2.51,221.00,0.01
276.690,125.15,8.00,10.50,6.87,227.59,14900.00,2.51,221.00,0.01
276.931,125.15,12.00,10.50,6.87,227.59,14900.00,2.51,221.00,0.01
277.170,125.15,12.00,12.70,6.87,227.59,14900.00,2.51,221.00,0.01
277.411,125.15,12.00,12.70,10.67,227.59,14900.00,2.51,221.00,0.01
277.651,125.15,12.00,12.70,10.67,227.41,14900.00,2.51,221.00,0.01
277.891,125.15,12.00,12.70,10.67,227.41,14880.00,2.51,221.00,0.01
278.130,125.15,12.00,12.70,10.67,227.41,14880.00,2.56,221.00,0.01
278.371,125.15,12.00,12.70,10.67,227.41,14880.00,2.56,221.00,0.01
278.611,125.15,12.00,12.70,10.67,227.41,14880.00,2.56,221.00,0.01
278.850,125.15,12.00,12.70,10.67,227.41,14880.00,2.56,221.00,0.01
279.090,125.15,12.00,12.70,10.67,227.41,14880.00,2.56,221.00,0.01
279.331,125.15,12.00,12.50,10.67,227.41,14880.00,2.56,221.00,0.01
279.571,125.15,12.00,12.50,1.32,227.41,14880.00,2.56,221.00,0.01
279.811,125.15,12.00,12.50,1.32,226.15,14880.00,2.56,221.00,0.01
280.050,125.15,12.00,12.50,1.32,226.15,14880.00,2.56,221.00,0.01
280.531,125.15,12.00,12.50,1.32,226.15,14880.00,2.55,221.00,0.01
280.770,125.15,12.00,12.50,1.32,226.15,14880.00,2.55,221.00,0.01
281.010,125.15,12.00,12.50,1.32,226.15,14880.00,2.55,221.00,0.01
281.280,125.15,12.00,12.50,1.32,226.15,14880.00,2.55,221.00,0.01
281.521,125.15,8.00,12.50,1.32,226.15,14880.00,2.55,221.00,0.01
281.761,125.15,8.00,11.50,1.32,226.15,14880.00,2.55,221.00,0.01
282.001,125.15,8.00,11.50,0.98,226.15,14880.00,2.55,221.00,0.01
282.241,125.15,8.00,11.50,0.98,223.81,14880.00,2.55,221.00,0.01
282.481,125.15,8.00,11.50,0.98,223.81,14880.00,2.55,221.00,0.01
282.721,125.15,8.00,11.50,0.98,223.81,14880.00,2.58,221.00,0.01
282.961,125.15,8.00,11.50,0.98,223.81,14880.00,2.58,221.00,0.01
283.200,125.15,8.00,11.50,0.98,223.81,14880.00,2.58,221.00,0.03
283.441,125.15,8.00,11.50,0.98,223.81,14880.00,2.58,221.00,0.03
283.681,125.15,60.00,11.50,0.98,223.81,14880.00,2.58,221.00,0.03
283.920,125.15,60.00,64.90,0.98,223.81,14880.00,2.58,221.00,0.03
284.161,125.15,60.00,64.90,0.90,223.81,14880.00,2.58,221.00,0.03
284.401,125.15,60.00,64.90,0.90,222.01,14880.00,2.58,221.00,0.03
284.641,125.15,60.00,64.90,0.90,222.01,14840.00,2.58,221.00,0.03
284.911,125.15,60.00,64.90,0.90,222.01,14840.00,2.70,221.00,0.03
285.150,125.15,60.00,64.90,0.90,222.01,14840.00,2.70,221.00,0.03
285.390,125.15,60.00,64.90,0.90,222.01,14840.00,2.70,221.00,0.16
285.631,123.80,60.00,64.90,0.90,222.01,14840.00,2.70,221.00,0.16
285.871,123.80,76.00,64.90,0.90,222.01,14840.00,2.70,221.00,0.16
286.110,123.80,76.00,78.80,0.90,222.01,14840.00,2.70,221.00,0.16
286.352,123.80,76.00,78.80,1.00,222.01,14840.00,2.70,221.00,0.16
286.591,123.80,76.00,78.80,1.00,220.75,14840.00,2.70,221.00,0.16
286.831,123.80,76.00,78.80,1.00,220.75,14840.00,2.70,221.00,0.16
287.071,123.80,76.00,78.80,1.00,220.75,14840.00,2.59,221.00,0.16
287.310,123.80,76.00,78.80,1.00,220.75,14840.00,2.59,221.00,0.16
287.551,123.80,76.00,78.80,1.00,220.75,14840.00,2.59,221.00,0.17
287.791,123.80,76.00,78.80,1.00,220.75,14840.00,2.59,221.00,0.17
288.030,123.80,72.00,78.80,1.00,220.75,14840.00,2.59,221.00,0.17
288.271,123.80,72.00,92.50,1.00,220.75,14840.00,2.59,221.00,0.17
288.571,123.80,72.00,92.50,0.97,220.75,14840.00,2.59,221.00,0.17
288.811,123.80,72.00,92.50,0.97,220.21,14840.00,2.59,221.00,0.17
289.051,123.80,72.00,92.50,0.97,220.21,14820.00,2.59,221.00,0.17
289.290,123.80,72.00,92.50,0.97,220.21,14820.00,2.56,221.00,0.17
289.531,123.80,72.00,92.50,0.97,220.21,14820.00,2.56,221.00,0.17
289.771,123.80,72.00,92.50,0.97,220.21,14820.00,2.56,221.00,0.32
290.011,123.80,72.00,92.50,0.97,220.21,14820.00,2.56,221.00,0.32
290.250,123.80,124.00,92.50,0.97,220.21,14820.00,2.56,221.00,0.32
290.491,123.80,124.00,129.10,0.97,220.21,14820.00,2.56,221.00,0.32
290.731,123.80,124.00,129.10,1.02,220.21,14820.00,2.56,221.00,0.32
290.971,123.80,124.00,129.10,1.02,220.39,14820.00,2.56,221.00,0.32
291.241,123.80,124.00,129.10,1.02,220.39,14840.00,2.56,221.00,0.32
291.481,123.80,124.00,129.10,1.02,220.39,14840.00,3.06,221.00,0.32
291.721,123.80,124.00,129.10,1.02,220.39,14840.00,3.06,221.00,0.32
291.961,123.80,124.00,129.10,1.02,220.39,14840.00,3.06,221.00,0.34
292.201,122.45,124.00,129.10,1.02,220.39,14840.00,3.06,221.00,0.34
292.441,122.45,120.00,129.10,1.02,220.39,14840.00,3.06,221.00,0.34
292.741,122.45,120.00,121.70,1.02,220.39,14840.00,3.06,221.00,0.34
292.981,122.45,120.00,121.70,1.01,220.39,14840.00,3.06,221.00,0.34
293.221,122.45,120.00,121.70,1.01,220.75,14840.00,3.06,221.00,0.34
293.461,122.45,120.00,121.70,1.01,220.75,14840.00,3.06,221.00,0.34
293.701,122.45,120.00,121.70,1.01,220.75,14840.00,3.60,221.00,0.34
293.941,122.45,120.00,121.70,1.01,220.75,14840.00,3.60,221.00,0.34
294.181,122.45,120.00,121.70,1.01,220.75,14840.00,3.60,221.00,0.31
294.420,122.45,120.00,121.70,1.01,220.75,14840.00,3.60,221.00,0.31
294.661,122.45,120.00,121.70,1.01,220.75,14840.00,3.60,221.00,0.31
294.931,122.45,120.00,122.30,1.01,220.75,14840.00,3.60,221.00,0.31
295.171,122.45,120.00,122.30,1.00,220.75,14840.00,3.60,221.00,0.31
295.411,122.45,120.00,122.30,1.00,221.29,14840.00,3.60,221.00,0.31
295.651,122.45,120.00,122.30,1.00,221.29,14840.00,3.60,221.00,0.31
295.891,122.45,120.00,122.30,1.00,221.29,14840.00,3.82,221.00,0.31
296.131,122.45,120.00,122.30,1.00,221.29,14840.00,3.82,221.00,0.31
296.370,122.45,120.00,122.30,1.00,221.29,14840.00,3.82,221.00,0.29
296.610,122.45,120.00,122.30,1.00,221.29,14840.00,3.82,221.00,0.29
296.851,122.45,124.00,122.30,1.00,221.29,14840.00,3.82,221.00,0.29
297.091,122.45,124.00,122.90,1.00,221.29,14840.00,3.82,221.00,0.29
297.361,122.45,124.00,122.90,0.99,221.29,14840.00,3.82,221.00,0.29
297.601,122.45,124.00,122.90,0.99,222.01,14840.00,3.82,221.00,0.29
297.841,122.45,124.00,122.90,0.99,222.01,14820.00,3.82,221.00,0.29
298.081,122.45,124.00,122.90,0.99,222.01,14820.00,2.62,221.00,0.29
298.321,122.45,124.00,122.90,0.99,222.01,14820.00,2.62,221.00,0.29
298.561,122.45,124.00,122.90,0.99,222.01,14820.00,2.62,221.00,0.09
298.801,122.45,124.00,122.90,0.99,222.01,14820.00,2.62,221.00,0.09
299.041,122.45,32.00,122.90,0.99,222.01,14820.00,2.62,221.00,0.09
299.280,122.45,32.00,52.80,0.99,222.01,14820.00,2.62,221.00,0.09
299.521,122.45,32.00,52.80,0.99,222.01,14820.00,2.62,221.00,0.09
299.761,122.45,32.00,52.80,0.99,222.55,14820.00,2.62,221.00,0.09
300.001,122.45,32.00,52.80,0.99,222.55,14880.00,2.62,221.00,0.09
300.301,122.45,32.00,52.80,0.99,222.55,14880.00,2.78,221.00,0.09
300.541,122.45,32.00,52.80,0.99,222.55,14880.00,2.78,221.00,0.09
300.781,122.45,32.00,52.80,0.99,222.55,14880.00,2.78,221.00,0.13
301.021,123.80,32.00,52.80,0.99,222.55,14880.00,2.78,221.00,0.13
301.261,123.80,16.00,52.80,0.99,222.55,14880.00,2.78,221.00,0.13
301.501,123.80,16.00,47.20,0.99,222.55,14880.00,2.78,221.00,0.13
301.741,123.80,16.00,47.20,0.95,222.55,14880.00,2.78,221.00,0.13
301.981,123.80,16.00,47.20,0.95,223.27,14880.00,2.78,221.00,0.13
302.251,123.80,16.00,47.20,0.95,223.27,14880.00,2.78,221.00,0.13
302.491,123.80,16.00,47.20,0.95,223.27,14880.00,2.63,221.00,0.13
302.731,123.80,16.00,47.20,0.95,223.27,14880.00,2.63,221.00,0.13
302.971,123.80,16.00,47.20,0.95,223.27,14880.00,2.63,221.00,0.28
303.211,123.80,16.00,47.20,0.95,223.27,14880.00,2.63,221.00,0.28
303.451,123.80,132.00,47.20,0.95,223.27,14880.00,2.63,221.00,0.28
303.691,123.80,132.00,182.20,0.95,223.27,14880.00,2.63,221.00,0.28
303.931,123.80,132.00,182.20,1.01,223.27,14880.00,2.63,221.00,0.28
304.171,123.80,132.00,182.20,1.01,223.63,14880.00,2.63,221.00,0.28
304.411,123.80,132.00,182.20,1.01,223.63,14840.00,2.63,221.00,0.28
304.651,123.80,132.00,182.20,1.01,223.63,14840.00,3.89,221.00,0.28
304.891,123.80,132.00,182.20,1.01,223.63,14840.00,3.89,222.80,0.28
305.131,123.80,132.00,182.20,1.01,223.63,14840.00,3.89,222.80,0.76
305.371,122.45,132.00,182.20,1.01,223.63,14840.00,3.89,222.80,0.76
305.611,122.45,160.00,182.20,1.01,223.63,14840.00,3.89,222.80,0.76
305.851,122.45,160.00,137.30,1.01,223.63,14840.00,3.89,222.80,0.76
306.091,122.45,160.00,137.30,0.99,223.63,14840.00,3.89,222.80,0.76
306.331,122.45,160.00,137.30,0.99,223.81,14840.00,3.89,222.80,0.76
306.571,122.45,160.00,137.30,0.99,223.81,14880.00,3.89,222.80,0.76
306.811,122.45,160.00,137.30,0.99,223.81,14880.00,3.07,222.80,0.76
307.051,122.45,160.00,137.30,0.99,223.81,14880.00,3.07,222.80,0.76
307.291,122.45,160.00,137.30,0.99,223.81,14880.00,3.07,222.80,0.08
307.531,122.45,160.00,137.30,0.99,223.81,14880.00,3.07,222.80,0.08
307.771,122.45,16.00,137.30,0.99,223.81,14880.00,3.07,222.80,0.08
308.041,122.45,16.00,16.10,0.99,223.81,14880.00,3.07,222.80,0.08
308.281,122.45,16.00,16.10,7.21,223.81,14880.00,3.07,222.80,0.08
308.521,122.45,16.00,16.10,7.21,224.35,14880.00,3.07,222.80,0.08
308.761,122.45,16.00,16.10,7.21,224.35,14900.00,3.07,222.80,0.08
309.001,122.45,16.00,16.10,7.21,224.35,14900.00,2.80,222.80,0.08
309.240,122.45,16.00,16.10,7.21,224.35,14900.00,2.80,222.80,0.08
309.481,122.45,16.00,16.10,7.21,224.35,14900.00,2.80,222.80,0.04
309.720,123.80,16.00,16.10,7.21,224.35,14900.00,2.80,222.80,0.04
309.960,123.80,12.00,16.10,7.21,224.35,14900.00,2.80,222.80,0.04
310.201,123.80,12.00,13.50,7.21,224.35,14900.00,2.80,222.80,0.04
310.440,123.80,12.00,13.50,11.80,224.35,14900.00,2.80,222.80,0.04
310.680,123.80,12.00,13.50,11.80,224.53,14900.00,2.80,222.80,0.04
310.921,123.80,12.00,13.50,11.80,224.53,14880.00,2.80,222.80,0.04
311.161,123.80,12.00,13.50,11.80,224.53,14880.00,2.63,222.80,0.04
311.401,123.80,12.00,13.50,11.80,224.53,14880.00,2.63,222.80,0.04
311.640,123.80,12.00,13.50,11.80,224.53,14880.00,2.63,222.80,0.02
311.881,125.15,12.00,13.50,11.80,224.53,14880.00,2.63,222.80,0.02
312.121,125.15,8.00,13.50,11.80,224.53,14880.00,2.63,222.80,0.02
312.361,125.15,8.00,11.50,11.80,224.53,14880.00,2.63,222.80,0.02
312.600,125.15,8.00,11.50,9.12,224.53,14880.00,2.63,222.80,0.02
312.841,125.15,8.00,11.50,9.12,223.81,14880.00,2.63,222.80,0.02
313.081,125.15,8.00,11.50,9.12,223.81,14900.00,2.63,222.80,0.02
313.322,125.15,8.00,11.50,9.12,223.81,14900.00,2.55,222.80,0.02
313.561,125.15,8.00,11.50,9.12,223.81,14900.00,2.55,222.80,0.02
313.801,125.15,8.00,11.50,9.12,223.81,14900.00,2.55,222.80,0.01
314.041,125.15,8.00,11.50,9.12,223.81,14900.00,2.55,222.80,0.01
314.281,125.15,8.00,11.50,9.12,223.81,14900.00,2.55,222.80,0.01
314.521,125.15,8.00,10.90,9.12,223.81,14900.00,2.55,222.80,0.01
314.761,125.15,8.00,10.90,9.61,223.81,14900.00,2.55,222.80,0.01
315.001,125.15,8.00,10.90,9.61,222.91,14900.00,2.55,222.80,0.01
315.241,125.15,8.00,10.90,9.61,222.91,14880.00,2.55,222.80,0.01
315.481,125.15,8.00,10.90,9.61,222.91,14880.00,2.68,222.80,0.01
315.751,125.15,8.00,10.90,9.61,222.91,14880.00,2.68,222.80,0.01
315.991,125.15,8.00,10.90,9.61,222.91,14880.00,2.68,222.80,0.01
316.231,125.15,8.00,10.90,9.61,222.91,14880.00,2.68,222.80,0.01
316.471,125.15,12.00,10.90,9.61,222.91,14880.00,2.68,222.80,0.01
316.711,125.15,12.00,15.20,9.61,222.91,14880.00,2.68,222.80,0.01
316.951,125.15,12.00,15.20,0.87,222.91,14880.00,2.68,222.80,0.01
317.191,125.15,12.00,15.20,0.87,221.83,14880.00,2.68,222.80,0.01
317.431,125.15,12.00,15.20,0.87,221.83,14880.00,2.68,222.80,0.01
317.671,125.15,12.00,15.20,0.87,221.83,14880.00,2.55,222.80,0.01
317.911,125.15,12.00,15.20,0.87,221.83,14880.00,2.55,222.80,0.01
318.181,125.15,12.00,15.20,0.87,221.83,14880.00,2.55,222.80,0.01
318.421,125.15,12.00,15.20,0.87,221.83,14880.00,2.55,222.80,0.01
318.661,125.15,12.00,15.20,0.87,221.83,14880.00,2.55,222.80,0.01
318.900,125.15,12.00,14.30,0.87,221.83,14880.00,2.55,222.80,0.01
319.141,125.15,12.00,14.30,0.87,221.83,14880.00,2.55,222.80,0.01
319.381,125.15,12.00,14.30,0.87,220.75,14880.00,2.55,222.80,0.01
319.621,125.15,12.00,14.30,0.87,220.75,14820.00,2.55,222.80,0.01
319.861,125.15,12.00,14.30,0.87,220.75,14820.00,2.58,222.80,0.01
320.101,125.15,12.00,14.30,0.87,220.75,14820.00,2.58,222.80,0.01
320.341,125.15,12.00,14.30,0.87,220.75,14820.00,2.58,222.80,0.01
320.581,126.50,12.00,14.30,0.87,220.75,14820.00,2.58,222.80,0.01
320.821,126.50,12.00,14.30,0.87,220.75,14820.00,2.58,222.80,0.01
321.061,126.50,12.00,13.80,0.87,220.75,14820.00,2.58,222.80,0.01
321.301,126.50,12.00,13.80,0.89,220.75,14820.00,2.58,222.80,0.01
321.541,126.50,12.00,13.80,0.89,219.85,14820.00,2.58,222.80,0.01
321.811,126.50,12.00,13.80,0.89,219.85,14900.00,2.58,222.80,0.01
322.051,126.50,12.00,13.80,0.89,219.85,14900.00,2.68,222.80,0.01
322.291,126.50,12.00,13.80,0.89,219.85,14900.00,2.68,222.80,0.01
322.531,126.50,12.00,13.80,0.89,219.85,14900.00,2.68,222.80,0.01
322.771,126.50,12.00,13.80,0.89,219.85,14900.00,2.68,222.80,0.01
323.011,126.50,32.00,13.80,0.89,219.85,14900.00,2.68,222.80,0.01
323.251,126.50,32.00,45.00,0.89,219.85,14900.00,2.68,222.80,0.01
323.491,126.50,32.00,45.00,0.97,219.85,14900.00,2.68,222.80,0.01
323.731,126.50,32.00,45.00,0.97,219.13,14900.00,2.68,222.80,0.01
323.971,126.50,32.00,45.00,0.97,219.13,14880.00,2.68,222.80,0.01
324.211,126.50,32.00,45.00,0.97,219.13,14880.00,2.49,222.80,0.01
324.451,126.50,32.00,45.00,0.97,219.13,14880.00,2.49,222.80,0.01
324.691,126.50,32.00,45.00,0.97,219.13,14880.00,2.49,222.80,0.04
324.931,125.15,32.00,45.00,0.97,219.13,14880.00,2.49,222.80,0.04
325.171,125.15,12.00,45.00,0.97,219.13,14880.00,2.49,222.80,0.04
325.411,125.15,12.00,10.60,0.97,219.13,14880.00,2.49,222.80,0.04
325.651,125.15,12.00,10.60,1.00,219.13,14880.00,2.49,222.80,0.04
325.891,125.15,12.00,10.60,1.00,218.59,14880.00,2.49,222.80,0.04
326.131,125.15,12.00,10.60,1.00,218.59,14840.00,2.49,222.80,0.04
326.371,125.15,12.00,10.60,1.00,218.59,14840.00,2.27,222.80,0.04
326.611,125.15,12.00,10.60,1.00,218.59,14840.00,2.27,222.80,0.04
326.851,125.15,12.00,10.60,1.00,218.59,14840.00,2.27,222.80,0.02
327.091,126.50,12.00,10.60,1.00,218.59,14840.00,2.27,222.80,0.02
327.331,126.50,32.00,10.60,1.00,218.59,14840.00,2.27,222.80,0.02
327.571,126.50,32.00,38.10,1.00,218.59,14840.00,2.27,222.80,0.02
327.811,126.50,32.00,38.10,0.98,218.59,14840.00,2.27,222.80,0.02
328.051,126.50,32.00,38.10,0.98,218.23,14840.00,2.27,222.80,0.02
328.291,126.50,32.00,38.10,0.98,218.23,14900.00,2.27,222.80,0.02
328.531,126.50,32.00,38.10,0.98,218.23,14900.00,2.51,222.80,0.02
328.771,126.50,32.00,38.10,0.98,218.23,14900.00,2.51,222.80,0.02
329.011,126.50,32.00,38.10,0.98,218.23,14900.00,2.51,222.80,0.04
329.251,125.15,32.00,38.10,0.98,218.23,14900.00,2.51,222.80,0.04
329.491,125.15,8.00,38.10,0.98,218.23,14900.00,2.51,222.80,0.04
329.731,125.15,8.00,11.20,0.98,218.23,14900.00,2.51,222.80,0.04
329.971,125.15,8.00,11.20,1.02,218.23,14900.00,2.51,222.80,0.04
330.211,125.15,8.00,11.20,1.02,218.05,14900.00,2.51,222.80,0.04
330.451,125.15,8.00,11.20,1.02,218.05,14880.00,2.51,222.80,0.04
330.691,125.15,8.00,11.20,1.02,218.05,14880.00,2.59,222.80,0.04
330.931,125.15,8.00,11.20,1.02,218.05,14880.00,2.59,222.80,0.04
331.171,125.15,8.00,11.20,1.02,218.05,14880.00,2.59,222.80,0.02
331.411,126.50,8.00,11.20,1.02,218.05,14880.00,2.59,222.80,0.02
331.651,126.50,8.00,11.20,1.02,218.05,14880.00,2.59,222.80,0.02
331.892,126.50,8.00,10.60,1.02,218.05,14880.00,2.59,222.80,0.02
332.131,126.50,8.00,10.60,7.64,218.05,14880.00,2.59,222.80,0.02
332.372,126.50,8.00,10.60,7.64,217.87,14880.00,2.59,222.80,0.02
332.611,126.50,8.00,10.60,7.64,217.87,14840.00,2.59,222.80,0.02
332.851,126.50,8.00,10.60,7.64,217.87,14840.00,2.39,222.80,0.02
333.091,126.50,8.00,10.60,7.64,217.87,14840.00,2.39,222.80,0.02
333.331,126.50,8.00,10.60,7.64,217.87,14840.00,2.39,222.80,0.01
333.571,126.50,8.00,10.60,7.64,217.87,14840.00,2.39,222.80,0.01
333.811,126.50,20.00,10.60,7.64,217.87,14840.00,2.39,222.80,0.01
334.111,126.50,20.00,25.80,7.64,217.87,14840.00,2.39,222.80,0.01
334.351,126.50,20.00,25.80,1.37,217.87,14840.00,2.39,222.80,0.01
334.623,126.50,20.00,25.80,1.37,217.87,14840.00,2.39,222.80,0.01
334.861,126.50,20.00,25.80,1.37,217.87,14880.00,2.39,222.80,0.01
335.101,126.50,20.00,25.80,1.37,217.87,14880.00,2.63,222.80,0.01
335.341,126.50,20.00,25.80,1.37,217.87,14880.00,2.63,222.80,0.01
335.581,126.50,20.00,25.80,1.37,217.87,14880.00,2.63,222.80,0.02
335.822,126.50,20.00,25.80,1.37,217.87,14880.00,2.63,222.80,0.02
336.061,126.50,44.00,25.80,1.37,217.87,14880.00,2.63,222.80,0.02
336.301,126.50,44.00,44.80,1.37,217.87,14880.00,2.63,222.80,0.02
336.541,126.50,44.00,44.80,0.90,217.87,14880.00,2.63,222.80,0.02
336.781,126.50,44.00,44.80,0.90,217.87,14880.00,2.63,222.80,0.02
337.021,126.50,44.00,44.80,0.90,217.87,14880.00,2.63,222.80,0.02
337.261,126.50,44.00,44.80,0.90,217.87,14880.00,2.36,222.80,0.02
337.501,126.50,44.00,44.80,0.90,217.87,14880.00,2.36,222.80,0.02
337.741,126.50,44.00,44.80,0.90,217.87,14880.00,2.36,222.80,0.04
337.981,125.15,44.00,44.80,0.90,217.87,14880.00,2.36,222.80,0.04
338.221,125.15,52.00,44.80,0.90,217.87,14880.00,2.36,222.80,0.04
338.461,125.15,52.00,61.80,0.90,217.87,14880.00,2.36,222.80,0.04
338.701,125.15,52.00,61.80,1.03,217.87,14880.00,2.36,222.80,0.04
338.941,125.15,52.00,61.80,1.03,217.87,14880.00,2.36,222.80,0.04
339.181,125.15,52.00,61.80,1.03,217.87,14900.00,2.36,222.80,0.04
339.421,125.15,52.00,61.80,1.03,217.87,14900.00,2.59,222.80,0.04
339.661,125.15,52.00,61.80,1.03,217.87,14900.00,2.59,222.80,0.04
339.901,125.15,52.00,61.80,1.03,217.87,14900.00,2.59,222.80,0.17
340.141,125.15,52.00,61.80,1.03,217.87,14900.00,2.59,222.80,0.17
340.381,125.15,68.00,61.80,1.03,217.87,14900.00,2.59,222.80,0.17
340.651,125.15,68.00,68.00,1.03,217.87,14900.00,2.59,222.80,0.17
340.891,125.15,68.00,68.00,0.98,217.87,14900.00,2.59,222.80,0.17
341.131,125.15,68.00,68.00,0.98,218.05,14900.00,2.59,222.80,0.17
341.371,125.15,68.00,68.00,0.98,218.05,14840.00,2.59,222.80,0.17
341.611,125.15,68.00,68.00,0.98,218.05,14840.00,2.47,222.80,0.17
341.851,125.15,68.00,68.00,0.98,218.05,14840.00,2.47,222.80,0.17
342.091,125.15,68.00,68.00,0.98,218.05,14840.00,2.47,222.80,0.10
342.331,125.15,68.00,68.00,0.98,218.05,14840.00,2.47,222.80,0.10
342.571,125.15,48.00,68.00,0.98,218.05,14840.00,2.47,222.80,0.10
342.811,125.15,48.00,51.30,0.98,218.05,14840.00,2.47,222.80,0.10
343.051,125.15,48.00,51.30,1.02,218.05,14840.00,2.47,222.80,0.10
343.291,125.15,48.00,51.30,1.02,218.59,14840.00,2.47,222.80,0.10
343.531,125.15,48.00,51.30,1.02,218.59,14820.00,2.47,222.80,0.10
343.771,125.15,48.00,51.30,1.02,218.59,14820.00,2.55,222.80,0.10
344.011,125.15,48.00,51.30,1.02,218.59,14820.00,2.55,222.80,0.10
344.251,125.15,48.00,51.30,1.02,218.59,14820.00,2.55,222.80,0.06
344.491,125.15,48.00,51.30,1.02,218.59,14820.00,2.55,222.80,0.06
344.731,125.15,72.00,51.30,1.02,218.59,14820.00,2.55,222.80,0.06
344.971,125.15,72.00,110.40,1.02,218.59,14820.00,2.55,222.80,0.06
345.212,125.15,72.00,110.40,1.03,218.59,14820.00,2.55,222.80,0.06
345.451,125.15,72.00,110.40,1.03,219.31,14820.00,2.55,222.80,0.06
345.691,125.15,72.00,110.40,1.03,219.31,14900.00,2.55,222.80,0.06
345.931,125.15,72.00,110.40,1.03,219.31,14900.00,2.62,222.80,0.06
346.171,125.15,72.00,110.40,1.03,219.31,14900.00,2.62,222.80,0.06
346.411,125.15,72.00,110.40,1.03,219.31,14900.00,2.62,222.80,0.29
346.651,125.15,72.00,110.40,1.03,219.31,14900.00,2.62,222.80,0.29
346.921,125.15,120.00,110.40,1.03,219.31,14900.00,2.62,222.80,0.29
347.161,125.15,120.00,150.00,1.03,219.31,14900.00,2.62,222.80,0.29
347.402,125.15,120.00,150.00,1.00,219.31,14900.00,2.62,222.80,0.29
347.641,125.15,120.00,150.00,1.00,219.85,14900.00,2.62,222.80,0.29
347.881,125.15,120.00,150.00,1.00,219.85,14880.00,2.62,222.80,0.29
348.121,125.15,120.00,150.00,1.00,219.85,14880.00,2.62,222.80,0.29
348.361,125.15,120.00,150.00,1.00,219.85,14880.00,2.62,222.80,0.29
348.601,125.15,120.00,150.00,1.00,219.85,14880.00,2.62,222.80,0.73
348.841,123.80,120.00,150.00,1.00,219.85,14880.00,2.62,222.80,0.73
349.081,123.80,188.00,150.00,1.00,219.85,14880.00,2.62,222.80,0.73
349.321,123.80,188.00,159.80,1.00,219.85,14880.00,2.62,222.80,0.73
349.561,123.80,188.00,159.80,0.95,219.85,14880.00,2.62,222.80,0.73
349.801,123.80,188.00,159.80,0.95,220.21,14880.00,2.62,222.80,0.73
350.041,123.80,188.00,159.80,0.95,220.21,14840.00,2.62,222.80,0.73
350.281,123.80,188.00,159.80,0.95,220.21,14840.00,3.86,222.80,0.73
350.521,123.80,188.00,159.80,0.95,220.21,14840.00,3.86,222.80,0.73
350.761,123.80,188.00,159.80,0.95,220.21,14840.00,3.86,222.80,0.26
351.001,123.80,188.00,159.80,0.95,220.21,14840.00,3.86,222.80,0.26
351.241,123.80,120.00,159.80,0.95,220.21,14840.00,3.86,222.80,0.26
351.511,123.80,120.00,113.80,0.95,220.21,14840.00,3.86,222.80,0.26
351.751,123.80,120.00,113.80,1.00,220.21,14840.00,3.86,222.80,0.26
351.991,123.80,120.00,113.80,1.00,221.29,14840.00,3.86,222.80,0.26
352.231,123.80,120.00,113.80,1.00,221.29,14880.00,3.86,222.80,0.26
352.471,123.80,120.00,113.80,1.00,221.29,14880.00,3.36,222.80,0.26
352.741,123.80,120.00,113.80,1.00,221.29,14880.00,3.36,222.80,0.26
352.981,123.80,120.00,113.80,1.00,221.29,14880.00,3.36,222.80,0.09
353.221,123.80,120.00,113.80,1.00,221.29,14880.00,3.36,222.80,0.09
353.461,123.80,12.00,113.80,1.00,221.29,14880.00,3.36,222.80,0.09
353.701,123.80,12.00,13.50,1.00,221.29,14880.00,3.36,222.80,0.09
353.941,123.80,12.00,13.50,3.13,221.29,14880.00,3.36,222.80,0.09
354.181,123.80,12.00,13.50,3.13,222.73,14880.00,3.36,222.80,0.09
354.421,123.80,12.00,13.50,3.13,222.73,14880.00,3.36,222.80,0.09
354.661,123.80,12.00,13.50,3.13,222.73,14880.00,2.69,222.80,0.09
