Time,"Intake air temperature","Air mass flow","Target air mass flow","Lambda actual value","Coolant temperature","Current battery voltage","Oil pressure","Oil temperature","Boost pressure"
436.531,125.15,36.00,13.60,0.93,223.63,14880.00,2.59,224.60,0.06
436.771,125.15,36.00,13.60,0.93,223.63,14900.00,2.59,224.60,0.06
437.011,125.15,36.00,13.60,0.93,223.63,14900.00,2.72,224.60,0.06
437.251,125.15,36.00,13.60,0.93,223.63,14900.00,2.72,224.60,0.06
437.491,125.15,36.00,13.60,0.93,223.63,14900.00,2.72,224.60,0.02
437.731,126.50,36.00,13.60,0.93,223.63,14900.00,2.72,224.60,0.02
437.971,126.50,12.00,13.60,0.93,223.63,14900.00,2.72,224.60,0.02
438.211,126.50,12.00,27.90,0.93,223.63,14900.00,2.72,224.60,0.02
438.451,126.50,12.00,27.90,1.89,223.63,14900.00,2.72,224.60,0.02
438.691,126.50,12.00,27.90,1.89,223.99,14900.00,2.72,224.60,0.02
438.931,126.50,12.00,27.90,1.89,223.99,14800.00,2.72,224.60,0.02
439.171,126.50,12.00,27.90,1.89,223.99,14800.00,2.59,224.60,0.02
439.411,126.50,12.00,27.90,1.89,223.99,14800.00,2.59,224.60,0.02
439.651,126.50,12.00,27.90,1.89,223.99,14800.00,2.59,224.60,0.01
439.891,126.50,12.00,27.90,1.89,223.99,14800.00,2.59,224.60,0.01
440.131,126.50,36.00,27.90,1.89,223.99,14800.00,2.59,224.60,0.01
440.371,126.50,36.00,46.70,1.89,223.99,14800.00,2.59,224.60,0.01
440.611,126.50,36.00,46.70,0.95,223.99,14800.00,2.59,224.60,0.01
440.851,126.50,36.00,46.70,0.95,224.17,14800.00,2.59,224.60,0.01
441.091,126.50,36.00,46.70,0.95,224.17,14880.00,2.59,224.60,0.01
441.331,126.50,36.00,46.70,0.95,224.17,14880.00,2.53,224.60,0.01
441.571,126.50,36.00,46.70,0.95,224.17,14880.00,2.53,224.60,0.01
441.811,126.50,36.00,46.70,0.95,224.17,14880.00,2.53,224.60,0.07
442.051,126.50,36.00,46.70,0.95,224.17,14880.00,2.53,224.60,0.07
442.291,126.50,60.00,46.70,0.95,224.17,14880.00,2.53,224.60,0.07
442.531,126.50,60.00,68.90,0.95,224.17,14880.00,2.53,224.60,0.07
442.772,126.50,60.00,68.90,0.96,224.17,14880.00,2.53,224.60,0.07
443.042,126.50,60.00,68.90,0.96,223.99,14880.00,2.53,224.60,0.07
443.282,126.50,60.00,68.90,0.96,223.99,14820.00,2.53,224.60,0.07
443.524,126.50,60.00,68.90,0.96,223.99,14820.00,2.57,224.60,0.07
443.792,126.50,60.00,68.90,0.96,223.99,14820.00,2.57,224.60,0.07
444.032,126.50,60.00,68.90,0.96,223.99,14820.00,2.57,224.60,0.07
444.272,125.15,60.00,68.90,0.96,223.99,14820.00,2.57,224.60,0.07
444.542,125.15,8.00,68.90,0.96,223.99,14820.00,2.57,224.60,0.07
444.781,125.15,8.00,9.70,0.96,223.99,14820.00,2.57,224.60,0.07
445.023,125.15,8.00,9.70,3.42,223.99,14820.00,2.57,224.60,0.07
445.261,125.15,8.00,9.70,3.42,223.63,14820.00,2.57,224.60,0.07
445.501,125.15,8.00,9.70,3.42,223.63,14900.00,2.57,224.60,0.07
445.741,125.15,8.00,9.70,3.42,223.63,14900.00,2.46,224.60,0.07
445.981,125.15,8.00,9.70,3.42,223.63,14900.00,2.46,224.60,0.07
446.224,125.15,8.00,9.70,3.42,223.63,14900.00,2.46,224.60,0.02
446.461,126.50,8.00,9.70,3.42,223.63,14900.00,2.46,224.60,0.02
446.701,126.50,56.00,9.70,3.42,223.63,14900.00,2.46,224.60,0.02
446.941,126.50,56.00,59.00,3.42,223.63,14900.00,2.46,224.60,0.02
447.211,126.50,56.00,59.00,0.98,223.63,14900.00,2.46,224.60,0.02
447.451,126.50,56.00,59.00,0.98,223.27,14900.00,2.46,224.60,0.02
447.691,126.50,56.00,59.00,0.98,223.27,14940.00,2.46,224.60,0.02
447.932,126.50,56.00,59.00,0.98,223.27,14940.00,2.58,224.60,0.02
448.172,126.50,56.00,59.00,0.98,223.27,14940.00,2.58,224.60,0.02
448.412,126.50,56.00,59.00,0.98,223.27,14940.00,2.58,224.60,0.08
448.652,125.15,56.00,59.00,0.98,223.27,14940.00,2.58,224.60,0.08
448.892,125.15,12.00,59.00,0.98,223.27,14940.00,2.58,224.60,0.08
449.132,125.15,12.00,12.30,0.98,223.27,14940.00,2.58,224.60,0.08
449.372,125.15,12.00,12.30,1.69,223.27,14940.00,2.58,224.60,0.08
449.612,125.15,12.00,12.30,1.69,222.91,14940.00,2.58,224.60,0.08
449.851,125.15,12.00,12.30,1.69,222.91,14880.00,2.58,224.60,0.08
450.124,125.15,12.00,12.30,1.69,222.91,14880.00,2.49,224.60,0.08
450.361,125.15,12.00,12.30,1.69,222.91,14880.00,2.49,224.60,0.08
450.602,125.15,12.00,12.30,1.69,222.91,14880.00,2.49,224.60,0.03
450.842,126.50,12.00,12.30,1.69,222.91,14880.00,2.49,224.60,0.03
451.081,126.50,8.00,12.30,1.69,222.91,14880.00,2.49,224.60,0.03
451.324,126.50,8.00,11.70,1.69,222.91,14880.00,2.49,224.60,0.03
451.561,126.50,8.00,11.70,8.13,222.91,14880.00,2.49,224.60,0.03
451.801,126.50,8.00,11.70,8.13,222.19,14880.00,2.49,224.60,0.03
452.041,126.50,8.00,11.70,8.13,222.19,14840.00,2.49,224.60,0.03
452.282,126.50,8.00,11.70,8.13,222.19,14840.00,2.51,224.60,0.03
452.524,126.50,8.00,11.70,8.13,222.19,14840.00,2.51,224.60,0.03
452.761,126.50,8.00,11.70,8.13,222.19,14840.00,2.51,224.60,0.01
453.001,126.50,8.00,11.70,8.13,222.19,14840.00,2.51,224.60,0.01
453.241,126.50,12.00,11.70,8.13,222.19,14840.00,2.51,224.60,0.01
453.511,126.50,12.00,14.30,8.13,222.19,14840.00,2.51,224.60,0.01
453.781,126.50,12.00,14.30,0.89,222.19,14840.00,2.51,224.60,0.01
454.023,126.50,12.00,14.30,0.89,221.29,14840.00,2.51,224.60,0.01
454.261,126.50,12.00,14.30,0.89,221.29,14820.00,2.51,224.60,0.01
454.501,126.50,12.00,14.30,0.89,221.29,14820.00,2.68,224.60,0.01
454.741,126.50,12.00,14.30,0.89,221.29,14820.00,2.68,224.60,0.01
454.981,126.50,12.00,14.30,0.89,221.29,14820.00,2.68,224.60,0.05
455.223,126.50,12.00,14.30,0.89,221.29,14820.00,2.68,224.60,0.05
455.461,126.50,116.00,14.30,0.89,221.29,14820.00,2.68,224.60,0.05
455.701,126.50,116.00,143.70,0.89,221.29,14820.00,2.68,224.60,0.05
455.941,126.50,116.00,143.70,1.01,221.29,14820.00,2.68,224.60,0.05
456.211,126.50,116.00,143.70,1.01,220.39,14820.00,2.68,224.60,0.05
456.451,126.50,116.00,143.70,1.01,220.39,14840.00,2.68,224.60,0.05
456.691,126.50,116.00,143.70,1.01,220.39,14840.00,3.89,224.60,0.05
456.931,126.50,116.00,143.70,1.01,220.39,14840.00,3.89,224.60,0.05
457.171,126.50,116.00,143.70,1.01,220.39,14840.00,3.89,224.60,0.47
457.412,125.15,116.00,143.70,1.01,220.39,14840.00,3.89,224.60,0.47
457.651,125.15,176.00,143.70,1.01,220.39,14840.00,3.89,224.60,0.47
457.891,125.15,176.00,182.50,1.01,220.39,14840.00,3.89,224.60,0.47
458.131,125.15,176.00,182.50,1.00,220.39,14840.00,3.89,224.60,0.47
458.372,125.15,176.00,182.50,1.00,219.49,14840.00,3.89,224.60,0.47
458.612,125.15,176.00,182.50,1.00,219.49,14880.00,3.89,224.60,0.47
458.852,125.15,176.00,182.50,1.00,219.49,14880.00,4.41,224.60,0.47
459.091,125.15,176.00,182.50,1.00,219.49,14880.00,4.41,224.60,0.47
459.331,125.15,176.00,182.50,1.00,219.49,14880.00,4.41,224.60,0.38
459.571,123.80,176.00,182.50,1.00,219.49,14880.00,4.41,224.60,0.38
459.811,123.80,184.00,182.50,1.00,219.49,14880.00,4.41,224.60,0.38
460.051,123.80,184.00,186.70,1.00,219.49,14880.00,4.41,224.60,0.38
460.502,123.80,184.00,186.70,1.00,219.49,14880.00,4.41,224.60,0.38
460.742,123.80,184.00,186.70,1.00,219.49,14880.00,4.41,224.60,0.38
460.981,123.80,184.00,186.70,1.00,219.49,14900.00,4.41,224.60,0.38
461.224,123.80,184.00,186.70,1.00,219.49,14900.00,4.67,224.60,0.38
461.462,123.80,184.00,186.70,1.00,219.49,14900.00,4.67,224.60,0.38
461.702,123.80,184.00,186.70,1.00,219.49,14900.00,4.67,224.60,0.32
461.941,123.80,184.00,186.70,1.00,219.49,14900.00,4.67,224.60,0.32
462.181,123.80,188.00,186.70,1.00,219.49,14900.00,4.67,224.60,0.32
462.424,123.80,188.00,192.00,1.00,219.49,14900.00,4.67,224.60,0.32
462.662,123.80,188.00,192.00,0.99,219.49,14900.00,4.67,224.60,0.32
462.901,123.80,188.00,192.00,0.99,220.03,14900.00,4.67,224.60,0.32
463.141,123.80,188.00,192.00,0.99,220.03,14880.00,4.67,224.60,0.32
463.382,123.80,188.00,192.00,0.99,220.03,14880.00,4.91,224.60,0.32
463.624,123.80,188.00,192.00,0.99,220.03,14880.00,4.91,226.40,0.32
463.892,123.80,188.00,192.00,0.99,220.03,14880.00,4.91,226.40,0.35
464.131,122.45,188.00,192.00,0.99,220.03,14880.00,4.91,226.40,0.35
464.371,122.45,172.00,192.00,0.99,220.03,14880.00,4.91,226.40,0.35
464.612,122.45,172.00,188.70,0.99,220.03,14880.00,4.91,226.40,0.35
464.852,122.45,172.00,188.70,0.99,220.03,14880.00,4.91,226.40,0.35
465.091,122.45,172.00,188.70,0.99,220.57,14880.00,4.91,226.40,0.35
465.331,122.45,172.00,188.70,0.99,220.57,14880.00,4.91,226.40,0.35
465.571,122.45,172.00,188.70,0.99,220.57,14880.00,4.65,226.40,0.35
465.811,122.45,172.00,188.70,0.99,220.57,14880.00,4.65,226.40,0.35
466.051,122.45,172.00,188.70,0.99,220.57,14880.00,4.65,226.40,0.46
466.291,122.45,172.00,188.70,0.99,220.57,14880.00,4.65,226.40,0.46
466.531,122.45,192.00,188.70,0.99,220.57,14880.00,4.65,226.40,0.46
466.771,122.45,192.00,195.30,0.99,220.57,14880.00,4.65,226.40,0.46
467.011,122.45,192.00,195.30,1.00,220.57,14880.00,4.65,226.40,0.46
467.251,122.45,192.00,195.30,1.00,221.47,14880.00,4.65,226.40,0.46
467.491,122.45,192.00,195.30,1.00,221.47,14880.00,4.65,226.40,0.46
467.731,122.45,192.00,195.30,1.00,221.47,14880.00,3.14,226.40,0.46
467.972,122.45,192.00,195.30,1.00,221.47,14880.00,3.14,226.40,0.46
468.211,122.45,192.00,195.30,1.00,221.47,14880.00,3.14,226.40,0.16
468.451,122.45,192.00,195.30,1.00,221.47,14880.00,3.14,226.40,0.16
468.691,122.45,12.00,195.30,1.00,221.47,14880.00,3.14,226.40,0.16
468.931,122.45,12.00,16.00,1.00,221.47,14880.00,3.14,226.40,0.16
469.171,122.45,12.00,16.00,9.23,221.47,14880.00,3.14,226.40,0.16
469.412,122.45,12.00,16.00,9.23,222.37,14880.00,3.14,226.40,0.16
469.651,122.45,12.00,16.00,9.23,222.37,14840.00,3.14,226.40,0.16
469.891,122.45,12.00,16.00,9.23,222.37,14840.00,2.89,226.40,0.16
470.161,122.45,12.00,16.00,9.23,222.37,14840.00,2.89,226.40,0.16
470.401,122.45,12.00,16.00,9.23,222.37,14840.00,2.89,226.40,0.04
470.641,123.80,12.00,16.00,9.23,222.37,14840.00,2.89,226.40,0.04
470.881,123.80,12.00,16.00,9.23,222.37,14840.00,2.89,226.40,0.04
471.123,123.80,12.00,12.10,9.23,222.37,14840.00,2.89,226.40,0.04
471.362,123.80,12.00,12.10,8.73,222.37,14840.00,2.89,226.40,0.04
471.601,123.80,12.00,12.10,8.73,223.09,14840.00,2.89,226.40,0.04
471.841,123.80,12.00,12.10,8.73,223.09,14900.00,2.89,226.40,0.04
472.082,123.80,12.00,12.10,8.73,223.09,14900.00,2.51,226.40,0.04
472.323,123.80,12.00,12.10,8.73,223.09,14900.00,2.51,226.40,0.04
472.561,123.80,12.00,12.10,8.73,223.09,14900.00,2.51,226.40,0.02
472.801,125.15,12.00,12.10,8.73,223.09,14900.00,2.51,226.40,0.02
473.071,125.15,8.00,12.10,8.73,223.09,14900.00,2.51,226.40,0.02
473.311,125.15,8.00,11.70,8.73,223.09,14900.00,2.51,226.40,0.02
473.552,125.15,8.00,11.70,11.41,223.09,14900.00,2.51,226.40,0.02
473.791,125.15,8.00,11.70,11.41,223.45,14900.00,2.51,226.40,0.02
474.031,125.15,8.00,11.70,11.41,223.45,14900.00,2.51,226.40,0.02
474.271,125.15,8.00,11.70,11.41,223.45,14900.00,2.61,226.40,0.02
474.512,125.15,8.00,11.70,11.41,223.45,14900.00,2.61,226.40,0.02
474.752,125.15,8.00,11.70,11.41,223.45,14900.00,2.61,226.40,0.01
474.992,126.50,8.00,11.70,11.41,223.45,14900.00,2.61,226.40,0.01
475.232,126.50,16.00,11.70,11.41,223.45,14900.00,2.61,226.40,0.01
475.472,126.50,16.00,36.90,11.41,223.45,14900.00,2.61,226.40,0.01
475.712,126.50,16.00,36.90,1.45,223.45,14900.00,2.61,226.40,0.01
475.952,126.50,16.00,36.90,1.45,223.09,14900.00,2.61,226.40,0.01
476.192,126.50,16.00,36.90,1.45,223.09,14880.00,2.61,226.40,0.01
476.432,126.50,16.00,36.90,1.45,223.09,14880.00,2.61,226.40,0.01
476.702,126.50,16.00,36.90,1.45,223.09,14880.00,2.61,226.40,0.01
476.942,126.50,16.00,36.90,1.45,223.09,14880.00,2.61,226.40,0.07
477.184,125.15,16.00,36.90,1.45,223.09,14880.00,2.61,226.40,0.07
477.424,125.15,60.00,36.90,1.45,223.09,14880.00,2.61,226.40,0.07
477.662,125.15,60.00,63.50,1.45,223.09,14880.00,2.61,226.40,0.07
477.902,125.15,60.00,63.50,0.88,223.09,14880.00,2.61,226.40,0.07
478.142,125.15,60.00,63.50,0.88,222.55,14880.00,2.61,226.40,0.07
478.382,125.15,60.00,63.50,0.88,222.55,14840.00,2.61,226.40,0.07
478.623,125.15,60.00,63.50,0.88,222.55,14840.00,2.64,226.40,0.07
478.862,125.15,60.00,63.50,0.88,222.55,14840.00,2.64,226.40,0.07
479.102,125.15,60.00,63.50,0.88,222.55,14840.00,2.64,226.40,0.14
479.342,125.15,60.00,63.50,0.88,222.55,14840.00,2.64,226.40,0.14
479.582,125.15,48.00,63.50,0.88,222.55,14840.00,2.64,226.40,0.14
479.824,125.15,48.00,19.10,0.88,222.55,14840.00,2.64,226.40,0.14
480.062,125.15,48.00,19.10,0.98,222.55,14840.00,2.64,226.40,0.14
480.301,125.15,48.00,19.10,0.98,222.19,14840.00,2.64,226.40,0.14
480.542,125.15,48.00,19.10,0.98,222.19,14880.00,2.64,226.40,0.14
480.782,125.15,48.00,19.10,0.98,222.19,14880.00,2.61,226.40,0.14
481.023,125.15,48.00,19.10,0.98,222.19,14880.00,2.61,226.40,0.14
481.262,125.15,48.00,19.10,0.98,222.19,14880.00,2.61,226.40,0.04
481.502,125.15,48.00,19.10,0.98,222.19,14880.00,2.61,226.40,0.04
481.772,125.15,8.00,19.10,0.98,222.19,14880.00,2.61,226.40,0.04
482.012,125.15,8.00,11.20,0.98,222.19,14880.00,2.61,226.40,0.04
482.252,125.15,8.00,11.20,4.92,222.19,14880.00,2.61,226.40,0.04
482.492,125.15,8.00,11.20,4.92,222.19,14880.00,2.61,226.40,0.04
482.732,125.15,8.00,11.20,4.92,222.19,14840.00,2.61,226.40,0.04
483.002,125.15,8.00,11.20,4.92,222.19,14840.00,2.53,226.40,0.04
483.242,125.15,8.00,11.20,4.92,222.19,14840.00,2.53,226.40,0.04
483.482,125.15,8.00,11.20,4.92,222.19,14840.00,2.53,226.40,0.03
483.724,125.15,8.00,11.20,4.92,222.19,14840.00,2.53,226.40,0.03
483.962,125.15,40.00,11.20,4.92,222.19,14840.00,2.53,226.40,0.03
484.202,125.15,40.00,45.00,4.92,222.19,14840.00,2.53,226.40,0.03
484.441,125.15,40.00,45.00,0.92,222.19,14840.00,2.53,226.40,0.03
484.682,125.15,40.00,45.00,0.92,222.01,14840.00,2.53,226.40,0.03
484.924,125.15,40.00,45.00,0.92,222.01,14900.00,2.53,226.40,0.03
485.162,125.15,40.00,45.00,0.92,222.01,14900.00,2.50,226.40,0.03
485.402,125.15,40.00,45.00,0.92,222.01,14900.00,2.50,226.40,0.03
485.642,125.15,40.00,45.00,0.92,222.01,14900.00,2.50,226.40,0.06
485.882,125.15,40.00,45.00,0.92,222.01,14900.00,2.50,226.40,0.06
486.124,125.15,8.00,45.00,0.92,222.01,14900.00,2.50,226.40,0.06
486.362,125.15,8.00,11.10,0.92,222.01,14900.00,2.50,226.40,0.06
486.602,125.15,8.00,11.10,1.10,222.01,14900.00,2.50,226.40,0.06
486.842,125.15,8.00,11.10,1.10,221.83,14900.00,2.50,226.40,0.06
487.082,125.15,8.00,11.10,1.10,221.83,14940.00,2.50,226.40,0.06
487.323,125.15,8.00,11.10,1.10,221.83,14940.00,2.63,226.40,0.06
487.562,125.15,8.00,11.10,1.10,221.83,14940.00,2.63,226.40,0.06
487.802,125.15,8.00,11.10,1.10,221.83,14940.00,2.63,226.40,0.02
488.042,126.50,8.00,11.10,1.10,221.83,14940.00,2.63,226.40,0.02
488.282,126.50,8.00,11.10,1.10,221.83,14940.00,2.63,226.40,0.02
488.552,126.50,8.00,10.70,1.10,221.83,14940.00,2.63,226.40,0.02
488.792,126.50,8.00,10.70,5.63,221.83,14940.00,2.63,226.40,0.02
489.032,126.50,8.00,10.70,5.63,221.65,14940.00,2.63,226.40,0.02
489.272,126.50,8.00,10.70,5.63,221.65,14900.00,2.63,226.40,0.02
489.512,126.50,8.00,10.70,5.63,221.65,14900.00,2.57,226.40,0.02
489.782,126.50,8.00,10.70,5.63,221.65,14900.00,2.57,226.40,0.02
490.023,126.50,8.00,10.70,5.63,221.65,14900.00,2.57,226.40,0.01
490.262,126.50,8.00,10.70,5.63,221.65,14900.00,2.57,226.40,0.01
490.502,126.50,8.00,10.70,5.63,221.65,14900.00,2.57,226.40,0.01
490.772,126.50,8.00,10.20,5.63,221.65,14900.00,2.57,226.40,0.01
491.012,126.50,8.00,10.20,9.78,221.65,14900.00,2.57,226.40,0.01
491.252,126.50,8.00,10.20,9.78,221.47,14900.00,2.57,226.40,0.01
491.492,126.50,8.00,10.20,9.78,221.47,14940.00,2.57,226.40,0.01
491.732,126.50,8.00,10.20,9.78,221.47,14940.00,2.61,226.40,0.01
491.972,126.50,8.00,10.20,9.78,221.47,14940.00,2.61,226.40,0.01
492.212,126.50,8.00,10.20,9.78,221.47,14940.00,2.61,226.40,0.01
492.452,126.50,8.00,10.20,9.78,221.47,14940.00,2.61,226.40,0.01
492.692,126.50,12.00,10.20,9.78,221.47,14940.00,2.61,226.40,0.01
492.932,126.50,12.00,12.40,9.78,221.47,14940.00,2.61,226.40,0.01
493.172,126.50,12.00,12.40,16.00,221.47,14940.00,2.61,226.40,0.01
493.412,126.50,12.00,12.40,16.00,220.93,14940.00,2.61,226.40,0.01
493.652,126.50,12.00,12.40,16.00,220.93,14900.00,2.61,226.40,0.01
493.892,126.50,12.00,12.40,16.00,220.93,14900.00,2.61,226.40,0.01
494.132,126.50,12.00,12.40,16.00,220.93,14900.00,2.61,226.40,0.01
494.402,126.50,12.00,12.40,16.00,220.93,14900.00,2.61,226.40,0.01
494.642,126.50,12.00,12.40,16.00,220.93,14900.00,2.61,226.40,0.01
494.882,126.50,8.00,12.40,16.00,220.93,14900.00,2.61,226.40,0.01
495.123,126.50,8.00,11.80,16.00,220.93,14900.00,2.61,226.40,0.01
495.362,126.50,8.00,11.80,16.00,220.93,14900.00,2.61,226.40,0.01
495.602,126.50,8.00,11.80,16.00,220.21,14900.00,2.61,226.40,0.01
495.842,126.50,8.00,11.80,16.00,220.21,14880.00,2.61,226.40,0.01
496.112,126.50,8.00,11.80,16.00,220.21,14880.00,2.50,226.40,0.01
496.352,126.50,8.00,11.80,16.00,220.21,14880.00,2.50,226.40,0.01
496.592,126.50,8.00,11.80,16.00,220.21,14880.00,2.50,226.40,0.01
496.832,126.50,8.00,11.80,16.00,220.21,14880.00,2.50,226.40,0.01
497.072,126.50,8.00,11.80,16.00,220.21,14880.00,2.50,226.40,0.01
497.312,126.50,8.00,11.40,16.00,220.21,14880.00,2.50,226.40,0.01
497.552,126.50,8.00,11.40,14.58,220.21,14880.00,2.50,226.40,0.01
497.792,126.50,8.00,11.40,14.58,219.31,14880.00,2.50,226.40,0.01
498.032,126.50,8.00,11.40,14.58,219.31,14840.00,2.50,226.40,0.01
498.271,126.50,8.00,11.40,14.58,219.31,14840.00,2.67,226.40,0.01
498.511,126.50,8.00,11.40,14.58,219.31,14840.00,2.67,224.60,0.01
498.751,126.50,8.00,11.40,14.58,219.31,14840.00,2.67,224.60,0.01
498.992,127.85,8.00,11.40,14.58,219.31,14840.00,2.67,224.60,0.01
499.232,127.85,8.00,11.40,14.58,219.31,14840.00,2.67,224.60,0.01
499.472,127.85,8.00,10.50,14.58,219.31,14840.00,2.67,224.60,0.01
499.741,127.85,8.00,10.50,13.13,219.31,14840.00,2.67,224.60,0.01
499.982,127.85,8.00,10.50,13.13,218.59,14840.00,2.67,224.60,0.01
500.223,127.85,8.00,10.50,13.13,218.59,14820.00,2.67,224.60,0.01
500.461,127.85,8.00,10.50,13.13,218.59,14820.00,2.53,224.60,0.01
500.702,127.85,8.00,10.50,13.13,218.59,14820.00,2.53,224.60,0.01
500.942,127.85,8.00,10.50,13.13,218.59,14820.00,2.53,224.60,0.01
501.182,127.85,8.00,10.50,13.13,218.59,14820.00,2.53,224.60,0.01
501.423,127.85,40.00,10.50,13.13,218.59,14820.00,2.53,224.60,0.01
501.661,127.85,40.00,45.10,13.13,218.59,14820.00,2.53,224.60,0.01
501.902,127.85,40.00,45.10,0.96,218.59,14820.00,2.53,224.60,0.01
502.142,127.85,40.00,45.10,0.96,218.05,14820.00,2.53,224.60,0.01
502.381,127.85,40.00,45.10,0.96,218.05,14880.00,2.53,224.60,0.01
502.623,127.85,40.00,45.10,0.96,218.05,14880.00,2.63,224.60,0.01
502.861,127.85,40.00,45.10,0.96,218.05,14880.00,2.63,224.60,0.01
503.102,127.85,40.00,45.10,0.96,218.05,14880.00,2.63,224.60,0.06
503.341,126.50,40.00,45.10,0.96,218.05,14880.00,2.63,224.60,0.06
503.581,126.50,44.00,45.10,0.96,218.05,14880.00,2.63,224.60,0.06
503.822,126.50,44.00,22.30,0.96,218.05,14880.00,2.63,224.60,0.06
504.062,126.50,44.00,22.30,0.87,218.05,14880.00,2.63,224.60,0.06
504.332,126.50,44.00,22.30,0.87,217.33,14880.00,2.63,224.60,0.06
504.571,126.50,44.00,22.30,0.87,217.33,14940.00,2.63,224.60,0.06
504.811,126.50,44.00,22.30,0.87,217.33,14940.00,2.53,224.60,0.06
505.052,126.50,44.00,22.30,0.87,217.33,14940.00,2.53,224.60,0.06
505.292,126.50,44.00,22.30,0.87,217.33,14940.00,2.53,224.60,0.03
505.562,126.50,44.00,22.30,0.87,217.33,14940.00,2.53,224.60,0.03
505.802,126.50,12.00,22.30,0.87,217.33,14940.00,2.53,224.60,0.03
506.042,126.50,12.00,12.30,0.87,217.33,14940.00,2.53,224.60,0.03
506.282,126.50,12.00,12.30,6.12,217.33,14940.00,2.53,224.60,0.03
506.523,126.50,12.00,12.30,6.12,217.15,14940.00,2.53,224.60,0.03
506.762,126.50,12.00,12.30,6.12,217.15,14900.00,2.53,224.60,0.03
507.002,126.50,12.00,12.30,6.12,217.15,14900.00,2.50,224.60,0.03
507.242,126.50,12.00,12.30,6.12,217.15,14900.00,2.50,224.60,0.03
507.482,126.50,12.00,12.30,6.12,217.15,14900.00,2.50,224.60,0.02
507.752,126.50,12.00,12.30,6.12,217.15,14900.00,2.50,224.60,0.02
507.992,126.50,8.00,12.30,6.12,217.15,14900.00,2.50,224.60,0.02
508.232,126.50,8.00,10.90,6.12,217.15,14900.00,2.50,224.60,0.02
508.502,126.50,8.00,10.90,1.25,217.15,14900.00,2.50,224.60,0.02
508.742,126.50,8.00,10.90,1.25,216.97,14900.00,2.50,224.60,0.02
508.982,126.50,8.00,10.90,1.25,216.97,14900.00,2.50,224.60,0.02
509.223,126.50,8.00,10.90,1.25,216.97,14900.00,2.44,224.60,0.02
509.462,126.50,8.00,10.90,1.25,216.97,14900.00,2.44,224.60,0.02
509.702,126.50,8.00,10.90,1.25,216.97,14900.00,2.44,224.60,0.01
509.972,127.85,8.00,10.90,1.25,216.97,14900.00,2.44,224.60,0.01
510.212,127.85,16.00,10.90,1.25,216.97,14900.00,2.44,224.60,0.01
510.452,127.85,16.00,16.10,1.25,216.97,14900.00,2.44,224.60,0.01
510.692,127.85,16.00,16.10,0.86,216.97,14900.00,2.44,224.60,0.01
510.962,127.85,16.00,16.10,0.86,216.97,14900.00,2.44,224.60,0.01
511.202,127.85,16.00,16.10,0.86,216.97,14900.00,2.44,224.60,0.01
511.472,127.85,16.00,16.10,0.86,216.97,14900.00,2.62,224.60,0.01
511.712,127.85,16.00,16.10,0.86,216.97,14900.00,2.62,224.60,0.01
511.952,127.85,16.00,16.10,0.86,216.97,14900.00,2.62,224.60,0.01
512.192,127.85,16.00,16.10,0.86,216.97,14900.00,2.62,224.60,0.01
512.431,127.85,12.00,16.10,0.86,216.97,14900.00,2.62,224.60,0.01
512.672,127.85,12.00,11.80,0.86,216.97,14900.00,2.62,224.60,0.01
512.912,127.85,12.00,11.80,0.85,216.97,14900.00,2.62,224.60,0.01
513.152,127.85,12.00,11.80,0.85,216.97,14900.00,2.62,224.60,0.01
513.392,127.85,12.00,11.80,0.85,216.97,14880.00,2.62,224.60,0.01
513.632,127.85,12.00,11.80,0.85,216.97,14880.00,2.50,224.60,0.01
513.872,127.85,12.00,11.80,0.85,216.97,14880.00,2.50,224.60,0.01
514.112,127.85,12.00,11.80,0.85,216.97,14880.00,2.50,224.60,0.01
514.352,127.85,12.00,11.80,0.85,216.97,14880.00,2.50,224.60,0.01
514.592,127.85,8.00,11.80,0.85,216.97,14880.00,2.50,224.60,0.01
514.832,127.85,8.00,11.20,0.85,216.97,14880.00,2.50,224.60,0.01
515.102,127.85,8.00,11.20,0.91,216.97,14880.00,2.50,224.60,0.01
515.342,127.85,8.00,11.20,0.91,217.33,14880.00,2.50,224.60,0.01
515.582,127.85,8.00,11.20,0.91,217.33,14880.00,2.50,224.60,0.01
515.824,127.85,8.00,11.20,0.91,217.33,14880.00,2.55,224.60,0.01
516.062,127.85,8.00,11.20,0.91,217.33,14880.00,2.55,226.40,0.01
516.302,127.85,8.00,11.20,0.91,217.33,14880.00,2.55,226.40,0.01
516.542,127.85,8.00,11.20,0.91,217.33,14880.00,2.55,226.40,0.01
516.782,127.85,12.00,11.20,0.91,217.33,14880.00,2.55,226.40,0.01
517.024,127.85,12.00,14.30,0.91,217.33,14880.00,2.55,226.40,0.01
517.262,127.85,12.00,14.30,0.88,217.33,14880.00,2.55,226.40,0.01
517.502,127.85,12.00,14.30,0.88,217.51,14880.00,2.55,226.40,0.01
517.742,127.85,12.00,14.30,0.88,217.51,14840.00,2.55,226.40,0.01
517.982,127.85,12.00,14.30,0.88,217.51,14840.00,2.29,226.40,0.01
518.223,127.85,12.00,14.30,0.88,217.51,14840.00,2.29,226.40,0.01
518.462,127.85,12.00,14.30,0.88,217.51,14840.00,2.29,226.40,0.00
518.702,127.85,12.00,14.30,0.88,217.51,14840.00,2.29,226.40,0.00
