Time,"Boost pressure","Coolant temperature","Current battery voltage","Intake air temperature","Oil pressure","Oil temperature","Air mass flow","Lambda actual value","Target air mass flow"
256.620,0.02,198.61,14900.00,123.80,2.61,213.80,16.00,16.00,22.60
256.770,0.02,198.61,14900.00,123.80,2.63,213.80,16.00,16.00,22.60
256.952,0.02,198.61,14900.00,123.80,2.63,213.80,16.00,16.00,22.60
257.100,0.02,198.61,14900.00,123.80,2.63,213.80,20.00,16.00,22.60
257.252,0.02,198.61,14900.00,123.80,2.63,213.80,20.00,0.97,22.60
257.400,0.02,198.61,14900.00,123.80,2.63,213.80,20.00,0.97,20.60
257.552,0.03,198.61,14900.00,123.80,2.63,213.80,20.00,0.97,20.60
257.700,0.03,198.07,14900.00,123.80,2.63,213.80,20.00,0.97,20.60
257.852,0.03,198.07,14900.00,123.80,2.63,213.80,20.00,0.97,20.60
258.000,0.03,198.07,14900.00,123.80,2.63,213.80,20.00,0.97,20.60
258.151,0.03,198.07,14900.00,123.80,2.58,213.80,20.00,0.97,20.60
258.300,0.03,198.07,14900.00,123.80,2.58,213.80,20.00,0.97,20.60
258.451,0.03,198.07,14900.00,123.80,2.58,213.80,16.00,0.97,20.60
258.600,0.03,198.07,14900.00,123.80,2.58,213.80,16.00,0.89,20.60
258.751,0.03,198.07,14900.00,123.80,2.58,213.80,16.00,0.89,17.80
258.900,0.02,198.07,14900.00,123.80,2.58,213.80,16.00,0.89,17.80
259.051,0.02,197.71,14900.00,123.80,2.58,213.80,16.00,0.89,17.80
259.230,0.02,197.71,14900.00,123.80,2.58,213.80,16.00,0.89,17.80
259.380,0.02,197.71,14900.00,123.80,2.58,213.80,16.00,0.89,17.80
259.530,0.02,197.71,14900.00,123.80,2.46,213.80,16.00,0.89,17.80
259.680,0.02,197.71,14900.00,123.80,2.46,213.80,16.00,0.89,17.80
259.830,0.02,197.71,14900.00,123.80,2.46,213.80,76.00,0.89,17.80
259.980,0.02,197.71,14900.00,123.80,2.46,213.80,76.00,0.88,17.80
260.130,0.02,197.71,14900.00,123.80,2.46,213.80,76.00,0.88,20.00
260.280,0.03,197.71,14900.00,123.80,2.46,213.80,76.00,0.88,20.00
260.430,0.03,197.71,14900.00,123.80,2.46,213.80,76.00,0.88,20.00
260.580,0.03,197.71,14880.00,123.80,2.46,213.80,76.00,0.88,20.00
260.730,0.03,197.71,14880.00,123.80,2.46,213.80,76.00,0.88,20.00
260.881,0.03,197.71,14880.00,123.80,2.52,213.80,76.00,0.88,20.00
261.031,0.03,197.71,14880.00,123.80,2.52,213.80,76.00,0.88,20.00
261.181,0.03,197.71,14880.00,123.80,2.52,213.80,16.00,0.88,20.00
261.330,0.03,197.71,14880.00,123.80,2.52,213.80,16.00,0.93,20.00
261.480,0.03,197.71,14880.00,123.80,2.52,213.80,16.00,0.93,15.10
261.631,0.02,197.71,14880.00,123.80,2.52,213.80,16.00,0.93,15.10
261.811,0.02,197.71,14880.00,123.80,2.52,213.80,16.00,0.93,15.10
261.960,0.02,197.71,14880.00,123.80,2.52,213.80,16.00,0.93,15.10
262.110,0.02,197.71,14880.00,123.80,2.52,213.80,16.00,0.93,15.10
262.260,0.02,197.71,14880.00,123.80,2.49,213.80,16.00,0.93,15.10
262.410,0.02,197.71,14880.00,123.80,2.49,213.80,16.00,0.93,15.10
262.560,0.02,197.71,14880.00,123.80,2.49,213.80,40.00,0.93,15.10
262.710,0.02,197.71,14880.00,123.80,2.49,213.80,40.00,0.89,15.10
262.860,0.02,197.71,14880.00,123.80,2.49,213.80,40.00,0.89,15.00
263.011,0.02,197.71,14880.00,123.80,2.49,213.80,40.00,0.89,15.00
263.161,0.02,198.07,14880.00,123.80,2.49,213.80,40.00,0.89,15.00
263.310,0.02,198.07,14840.00,123.80,2.49,213.80,40.00,0.89,15.00
263.460,0.02,198.07,14840.00,123.80,2.49,213.80,40.00,0.89,15.00
263.610,0.02,198.07,14840.00,123.80,2.64,213.80,40.00,0.89,15.00
263.760,0.02,198.07,14840.00,123.80,2.64,213.80,40.00,0.89,15.00
263.910,0.02,198.07,14840.00,123.80,2.64,213.80,12.00,0.89,15.00
264.060,0.02,198.07,14840.00,123.80,2.64,213.80,12.00,0.88,15.00
264.240,0.02,198.07,14840.00,123.80,2.64,213.80,12.00,0.88,14.50
264.390,0.01,198.07,14840.00,123.80,2.64,213.80,12.00,0.88,14.50
264.540,0.01,198.61,14840.00,123.80,2.64,213.80,12.00,0.88,14.50
264.690,0.01,198.61,14840.00,123.80,2.64,213.80,12.00,0.88,14.50
264.840,0.01,198.61,14840.00,123.80,2.64,213.80,12.00,0.88,14.50
264.990,0.01,198.61,14840.00,123.80,2.47,213.80,12.00,0.88,14.50
265.140,0.01,198.61,14840.00,123.80,2.47,213.80,12.00,0.88,14.50
265.290,0.01,198.61,14840.00,123.80,2.47,213.80,20.00,0.88,14.50
265.440,0.01,198.61,14840.00,123.80,2.47,213.80,20.00,0.97,14.50
265.590,0.01,198.61,14840.00,123.80,2.47,213.80,20.00,0.97,20.30
265.740,0.01,198.61,14840.00,123.80,2.47,213.80,20.00,0.97,20.30
265.890,0.01,198.97,14840.00,123.80,2.47,213.80,20.00,0.97,20.30
266.040,0.01,198.97,14880.00,123.80,2.47,213.80,20.00,0.97,20.30
266.190,0.01,198.97,14880.00,123.80,2.47,213.80,20.00,0.97,20.30
266.341,0.01,198.97,14880.00,123.80,2.46,213.80,20.00,0.97,20.30
266.490,0.01,198.97,14880.00,123.80,2.46,213.80,20.00,0.97,20.30
266.640,0.01,198.97,14880.00,123.80,2.46,213.80,20.00,0.97,20.30
266.790,0.01,198.97,14880.00,123.80,2.46,213.80,20.00,1.03,20.30
266.940,0.01,198.97,14880.00,123.80,2.46,213.80,20.00,1.03,22.50
267.090,0.01,198.97,14880.00,123.80,2.46,213.80,20.00,1.03,22.50
267.240,0.01,199.51,14880.00,123.80,2.46,213.80,20.00,1.03,22.50
267.420,0.01,199.51,14880.00,123.80,2.46,213.80,20.00,1.03,22.50
267.570,0.01,199.51,14880.00,123.80,2.46,213.80,20.00,1.03,22.50
267.721,0.01,199.51,14880.00,123.80,2.40,213.80,20.00,1.03,22.50
267.870,0.01,199.51,14880.00,123.80,2.40,213.80,20.00,1.03,22.50
268.020,0.01,199.51,14880.00,123.80,2.40,213.80,20.00,1.03,22.50
268.200,0.01,199.51,14880.00,123.80,2.40,213.80,20.00,1.03,22.50
268.350,0.01,199.51,14880.00,123.80,2.40,213.80,20.00,1.03,22.60
268.501,0.01,199.51,14880.00,123.80,2.40,213.80,20.00,1.03,22.60
268.680,0.01,200.23,14880.00,123.80,2.40,213.80,20.00,1.03,22.60
268.830,0.01,200.23,14840.00,123.80,2.40,213.80,20.00,1.03,22.60
268.981,0.01,200.23,14840.00,123.80,2.40,213.80,20.00,1.03,22.60
269.130,0.01,200.23,14840.00,123.80,2.42,213.80,20.00,1.03,22.60
269.280,0.01,200.23,14840.00,123.80,2.42,213.80,20.00,1.03,22.60
269.430,0.01,200.23,14840.00,123.80,2.42,213.80,20.00,1.03,22.60
269.610,0.01,200.23,14840.00,123.80,2.42,213.80,20.00,1.01,22.60
269.760,0.01,200.23,14840.00,123.80,2.42,213.80,20.00,1.01,22.50
269.910,0.01,200.23,14840.00,123.80,2.42,213.80,20.00,1.01,22.50
270.060,0.01,200.77,14840.00,123.80,2.42,213.80,20.00,1.01,22.50
270.210,0.01,200.77,14880.00,123.80,2.42,213.80,20.00,1.01,22.50
270.360,0.01,200.77,14880.00,123.80,2.42,213.80,20.00,1.01,22.50
270.510,0.01,200.77,14880.00,123.80,2.53,213.80,20.00,1.01,22.50
270.660,0.01,200.77,14880.00,123.80,2.53,213.80,20.00,1.01,22.50
270.810,0.01,200.77,14880.00,123.80,2.53,213.80,20.00,1.01,22.50
270.960,0.01,200.77,14880.00,123.80,2.53,213.80,20.00,0.99,22.50
271.110,0.01,200.77,14880.00,123.80,2.53,213.80,20.00,0.99,22.00
271.260,0.01,200.77,14880.00,123.80,2.53,213.80,20.00,0.99,22.00
271.410,0.01,201.31,14880.00,123.80,2.53,213.80,20.00,0.99,22.00
271.560,0.01,201.31,14900.00,123.80,2.53,213.80,20.00,0.99,22.00
271.710,0.01,201.31,14900.00,123.80,2.53,213.80,20.00,0.99,22.00
271.860,0.01,201.31,14900.00,123.80,2.45,213.80,20.00,0.99,22.00
272.040,0.01,201.31,14900.00,123.80,2.45,213.80,20.00,0.99,22.00
272.190,0.01,201.31,14900.00,123.80,2.45,213.80,20.00,0.99,22.00
272.340,0.01,201.31,14900.00,123.80,2.45,213.80,20.00,1.02,22.00
272.490,0.01,201.31,14900.00,123.80,2.45,213.80,20.00,1.02,21.80
272.640,0.01,201.31,14900.00,123.80,2.45,213.80,20.00,1.02,21.80
272.790,0.01,201.85,14900.00,123.80,2.45,213.80,20.00,1.02,21.80
272.940,0.01,201.85,14760.00,123.80,2.45,213.80,20.00,1.02,21.80
273.090,0.01,201.85,14760.00,123.80,2.45,213.80,20.00,1.02,21.80
273.240,0.01,201.85,14760.00,123.80,2.73,213.80,20.00,1.02,21.80
273.390,0.01,201.85,14760.00,123.80,2.73,212.00,20.00,1.02,21.80
273.540,0.01,201.85,14760.00,123.80,2.73,212.00,108.00,1.02,21.80
273.690,0.01,201.85,14760.00,123.80,2.73,212.00,108.00,0.90,21.80
273.840,0.01,201.85,14760.00,123.80,2.73,212.00,108.00,0.90,193.20
273.990,0.20,201.85,14760.00,123.80,2.73,212.00,108.00,0.90,193.20
274.140,0.20,202.39,14760.00,123.80,2.73,212.00,108.00,0.90,193.20
274.290,0.20,202.39,14980.00,123.80,2.73,212.00,108.00,0.90,193.20
274.470,0.20,202.39,14980.00,123.80,2.73,212.00,108.00,0.90,193.20
274.620,0.20,202.39,14980.00,123.80,4.41,212.00,108.00,0.90,193.20
274.770,0.20,202.39,14980.00,123.80,4.41,212.00,108.00,0.90,193.20
274.920,0.20,202.39,14980.00,123.80,4.41,212.00,320.00,0.90,193.20
275.070,0.20,202.39,14980.00,123.80,4.41,212.00,320.00,0.98,193.20
275.220,0.20,202.39,14980.00,123.80,4.41,212.00,320.00,0.98,320.00
275.370,0.41,202.39,14980.00,123.80,4.41,212.00,320.00,0.98,320.00
275.520,0.41,202.75,14980.00,123.80,4.41,212.00,320.00,0.98,320.00
275.670,0.41,202.75,14960.00,123.80,4.41,212.00,320.00,0.98,320.00
275.820,0.41,202.75,14960.00,122.45,4.41,212.00,320.00,0.98,320.00
275.970,0.41,202.75,14960.00,122.45,5.39,212.00,320.00,0.98,320.00
276.120,0.41,202.75,14960.00,122.45,5.39,213.80,320.00,0.98,320.00
276.270,0.41,202.75,14960.00,122.45,5.39,213.80,80.00,0.98,320.00
276.420,0.41,202.75,14960.00,122.45,5.39,213.80,80.00,0.98,320.00
276.570,0.41,202.75,14960.00,122.45,5.39,213.80,80.00,0.98,194.80
276.721,0.33,202.75,14960.00,122.45,5.39,213.80,80.00,0.98,194.80
276.871,0.33,203.11,14960.00,122.45,5.39,213.80,80.00,0.98,194.80
277.053,0.33,203.11,14900.00,122.45,5.39,213.80,80.00,0.98,194.80
277.200,0.33,203.11,14900.00,121.10,5.39,213.80,80.00,0.98,194.80
277.350,0.33,203.11,14900.00,121.10,5.29,213.80,80.00,0.98,194.80
277.500,0.33,203.11,14900.00,121.10,5.29,215.60,80.00,0.98,194.80
277.652,0.33,203.11,14900.00,121.10,5.29,215.60,292.00,0.98,194.80
277.800,0.33,203.11,14900.00,121.10,5.29,215.60,292.00,1.00,194.80
277.952,0.33,203.11,14900.00,121.10,5.29,215.60,292.00,1.00,328.90
278.100,0.30,203.11,14900.00,121.10,5.29,215.60,292.00,1.00,328.90
278.310,0.30,204.01,14900.00,121.10,5.29,215.60,292.00,1.00,328.90
278.460,0.30,204.01,14900.00,121.10,5.29,215.60,292.00,1.00,328.90
278.610,0.30,204.01,14900.00,121.10,5.29,215.60,292.00,1.00,328.90
278.790,0.30,204.01,14900.00,121.10,5.57,215.60,292.00,1.00,328.90
278.940,0.30,204.01,14900.00,121.10,5.57,215.60,292.00,1.00,328.90
279.090,0.30,204.01,14900.00,121.10,5.57,215.60,336.00,1.00,328.90
279.240,0.30,204.01,14900.00,121.10,5.57,215.60,336.00,0.99,328.90
279.390,0.30,204.01,14900.00,121.10,5.57,215.60,336.00,0.99,384.30
279.540,0.80,204.01,14900.00,121.10,5.57,215.60,336.00,0.99,384.30
279.721,0.80,205.09,14900.00,121.10,5.57,215.60,336.00,0.99,384.30
279.870,0.80,205.09,14880.00,121.10,5.57,215.60,336.00,0.99,384.30
280.021,0.80,205.09,14880.00,121.10,5.57,215.60,336.00,0.99,384.30
280.170,0.80,205.09,14880.00,121.10,5.46,215.60,336.00,0.99,384.30
280.320,0.80,205.09,14880.00,121.10,5.46,217.40,336.00,0.99,384.30
280.470,0.80,205.09,14880.00,121.10,5.46,217.40,428.00,0.99,384.30
280.620,0.80,205.09,14880.00,121.10,5.46,217.40,428.00,0.99,384.30
280.770,0.80,205.09,14880.00,121.10,5.46,217.40,428.00,0.99,445.90
280.920,0.68,205.09,14880.00,121.10,5.46,217.40,428.00,0.99,445.90
281.071,0.68,206.53,14880.00,121.10,5.46,217.40,428.00,0.99,445.90
281.221,0.68,206.53,14900.00,121.10,5.46,217.40,428.00,0.99,445.90
281.370,0.68,206.53,14900.00,119.75,5.46,217.40,428.00,0.99,445.90
281.520,0.68,206.53,14900.00,119.75,5.54,217.40,428.00,0.99,445.90
281.670,0.68,206.53,14900.00,119.75,5.54,219.20,428.00,0.99,445.90
281.820,0.68,206.53,14900.00,119.75,5.54,219.20,180.00,0.99,445.90
281.970,0.68,206.53,14900.00,119.75,5.54,219.20,180.00,0.97,445.90
282.153,0.68,206.53,14900.00,119.75,5.54,219.20,180.00,0.97,33.30
282.300,0.28,206.53,14900.00,119.75,5.54,219.20,180.00,0.97,33.30
282.452,0.28,207.79,14900.00,119.75,5.54,219.20,180.00,0.97,33.30
282.600,0.28,207.79,14820.00,119.75,5.54,219.20,180.00,0.97,33.30
282.752,0.28,207.79,14820.00,119.75,5.54,219.20,180.00,0.97,33.30
282.900,0.28,207.79,14820.00,119.75,3.84,219.20,180.00,0.97,33.30
283.052,0.28,207.79,14820.00,119.75,3.84,221.00,180.00,0.97,33.30
283.200,0.28,207.79,14820.00,119.75,3.84,221.00,124.00,0.97,33.30
283.352,0.28,207.79,14820.00,119.75,3.84,221.00,124.00,1.00,33.30
283.500,0.28,207.79,14820.00,119.75,3.84,221.00,124.00,1.00,123.30
283.653,0.13,207.79,14820.00,119.75,3.84,221.00,124.00,1.00,123.30
283.800,0.13,209.23,14820.00,119.75,3.84,221.00,124.00,1.00,123.30
283.952,0.13,209.23,14900.00,119.75,3.84,221.00,124.00,1.00,123.30
284.100,0.13,209.23,14900.00,119.75,3.84,221.00,124.00,1.00,123.30
284.253,0.13,209.23,14900.00,119.75,3.27,221.00,124.00,1.00,123.30
284.401,0.13,209.23,14900.00,119.75,3.27,219.20,124.00,1.00,123.30
284.552,0.13,209.23,14900.00,119.75,3.27,219.20,32.00,1.00,123.30
284.730,0.13,209.23,14900.00,119.75,3.27,219.20,32.00,2.75,123.30
284.880,0.13,209.23,14900.00,119.75,3.27,219.20,32.00,2.75,33.50
285.030,0.09,209.23,14900.00,119.75,3.27,219.20,32.00,2.75,33.50
285.181,0.09,209.59,14900.00,119.75,3.27,219.20,32.00,2.75,33.50
285.330,0.09,209.59,14840.00,119.75,3.27,219.20,32.00,2.75,33.50
285.480,0.09,209.59,14840.00,121.10,3.27,219.20,32.00,2.75,33.50
285.630,0.09,209.59,14840.00,121.10,3.12,219.20,32.00,2.75,33.50
285.780,0.09,209.59,14840.00,121.10,3.12,219.20,32.00,2.75,33.50
285.930,0.09,209.59,14840.00,121.10,3.12,219.20,96.00,2.75,33.50
286.140,0.09,209.59,14840.00,121.10,3.12,219.20,96.00,0.90,33.50
286.290,0.09,209.59,14840.00,121.10,3.12,219.20,96.00,0.90,107.10
286.440,0.07,209.59,14840.00,121.10,3.12,219.20,96.00,0.90,107.10
286.590,0.07,207.61,14840.00,121.10,3.12,219.20,96.00,0.90,107.10
286.740,0.07,207.61,14880.00,121.10,3.12,219.20,96.00,0.90,107.10
286.890,0.07,207.61,14880.00,121.10,3.12,219.20,96.00,0.90,107.10
287.040,0.07,207.61,14880.00,121.10,3.16,219.20,96.00,0.90,107.10
287.191,0.07,207.61,14880.00,121.10,3.16,219.20,96.00,0.90,107.10
287.340,0.07,207.61,14880.00,121.10,3.16,219.20,156.00,0.90,107.10
287.490,0.07,207.61,14880.00,121.10,3.16,219.20,156.00,0.97,107.10
287.640,0.07,207.61,14880.00,121.10,3.16,219.20,156.00,0.97,165.00
287.791,0.11,207.61,14880.00,121.10,3.16,219.20,156.00,0.97,165.00
287.940,0.11,204.01,14880.00,121.10,3.16,219.20,156.00,0.97,165.00
288.090,0.11,204.01,14840.00,121.10,3.16,219.20,156.00,0.97,165.00
288.240,0.11,204.01,14840.00,121.10,3.16,219.20,156.00,0.97,165.00
288.390,0.11,204.01,14840.00,121.10,3.23,219.20,156.00,0.97,165.00
288.571,0.11,204.01,14840.00,121.10,3.23,219.20,156.00,0.97,165.00
288.720,0.11,204.01,14840.00,121.10,3.23,219.20,96.00,0.97,165.00
288.870,0.11,204.01,14840.00,121.10,3.23,219.20,96.00,0.98,165.00
289.020,0.11,204.01,14840.00,121.10,3.23,219.20,96.00,0.98,117.00
289.171,0.10,204.01,14840.00,121.10,3.23,219.20,96.00,0.98,117.00
289.320,0.10,200.23,14840.00,121.10,3.23,219.20,96.00,0.98,117.00
289.470,0.10,200.23,14820.00,121.10,3.23,219.20,96.00,0.98,117.00
289.620,0.10,200.23,14820.00,121.10,3.23,219.20,96.00,0.98,117.00
289.770,0.10,200.23,14820.00,121.10,4.51,219.20,96.00,0.98,117.00
289.952,0.10,200.23,14820.00,121.10,4.51,219.20,96.00,0.98,117.00
290.100,0.10,200.23,14820.00,121.10,4.51,219.20,220.00,0.98,117.00
290.250,0.10,200.23,14820.00,121.10,4.51,219.20,220.00,0.99,117.00
290.401,0.10,200.23,14820.00,121.10,4.51,219.20,220.00,0.99,223.10
290.552,0.20,200.23,14820.00,121.10,4.51,219.20,220.00,0.99,223.10
290.701,0.20,198.43,14820.00,121.10,4.51,219.20,220.00,0.99,223.10
290.853,0.20,198.43,14840.00,121.10,4.51,219.20,220.00,0.99,223.10
291.000,0.20,198.43,14840.00,121.10,4.51,219.20,220.00,0.99,223.10
291.152,0.20,198.43,14840.00,121.10,5.05,219.20,220.00,0.99,223.10
291.300,0.20,198.43,14840.00,121.10,5.05,219.20,220.00,0.99,223.10
291.452,0.20,198.43,14840.00,121.10,5.05,219.20,200.00,0.99,223.10
291.600,0.20,198.43,14840.00,121.10,5.05,219.20,200.00,1.01,223.10
291.752,0.20,198.43,14840.00,121.10,5.05,219.20,200.00,1.01,209.90
291.900,0.20,198.43,14840.00,121.10,5.05,219.20,200.00,1.01,209.90
292.052,0.20,198.07,14840.00,121.10,5.05,219.20,200.00,1.01,209.90
292.200,0.20,198.07,14840.00,121.10,5.05,219.20,200.00,1.01,209.90
292.352,0.20,198.07,14840.00,119.75,5.05,219.20,200.00,1.01,209.90
292.530,0.20,198.07,14840.00,119.75,5.20,219.20,200.00,1.01,209.90
292.688,0.20,198.07,14840.00,119.75,5.20,219.20,200.00,1.01,209.90
292.830,0.20,198.07,14840.00,119.75,5.20,219.20,256.00,1.01,209.90
292.980,0.20,198.07,14840.00,119.75,5.20,219.20,256.00,1.00,209.90
293.160,0.20,198.07,14840.00,119.75,5.20,219.20,256.00,1.00,278.20
293.310,0.25,198.07,14840.00,119.75,5.20,219.20,256.00,1.00,278.20
293.460,0.25,199.15,14840.00,119.75,5.20,219.20,256.00,1.00,278.20
293.611,0.25,199.15,14880.00,119.75,5.20,219.20,256.00,1.00,278.20
293.790,0.25,199.15,14880.00,119.75,5.20,219.20,256.00,1.00,278.20
293.940,0.25,199.15,14880.00,119.75,5.34,219.20,256.00,1.00,278.20
294.090,0.25,199.15,14880.00,119.75,5.34,219.20,256.00,1.00,278.20
294.240,0.25,199.15,14880.00,119.75,5.34,219.20,200.00,1.00,278.20
294.390,0.25,199.15,14880.00,119.75,5.34,219.20,200.00,1.00,278.20
294.540,0.25,199.15,14880.00,119.75,5.34,219.20,200.00,1.00,207.20
294.690,0.21,199.15,14880.00,119.75,5.34,219.20,200.00,1.00,207.20
294.840,0.21,200.77,14880.00,119.75,5.34,219.20,200.00,1.00,207.20
294.990,0.21,200.77,14840.00,119.75,5.34,219.20,200.00,1.00,207.20
295.140,0.21,200.77,14840.00,119.75,5.34,219.20,200.00,1.00,207.20
295.290,0.21,200.77,14840.00,119.75,5.28,219.20,200.00,1.00,207.20
295.440,0.21,200.77,14840.00,119.75,5.28,219.20,200.00,1.00,207.20
295.590,0.21,200.77,14840.00,119.75,5.28,219.20,208.00,1.00,207.20
295.740,0.21,200.77,14840.00,119.75,5.28,219.20,208.00,1.00,207.20
295.890,0.21,200.77,14840.00,119.75,5.28,219.20,208.00,1.00,213.90
296.040,0.21,200.77,14840.00,119.75,5.28,219.20,208.00,1.00,213.90
296.190,0.21,202.93,14840.00,119.75,5.28,219.20,208.00,1.00,213.90
296.370,0.21,202.93,14880.00,119.75,5.28,219.20,208.00,1.00,213.90
296.520,0.21,202.93,14880.00,119.75,5.28,219.20,208.00,1.00,213.90
296.671,0.21,202.93,14880.00,119.75,5.26,219.20,208.00,1.00,213.90
296.820,0.21,202.93,14880.00,119.75,5.26,219.20,208.00,1.00,213.90
296.970,0.21,202.93,14880.00,119.75,5.26,219.20,196.00,1.00,213.90
297.120,0.21,202.93,14880.00,119.75,5.26,219.20,196.00,1.00,213.90
297.270,0.21,202.93,14880.00,119.75,5.26,219.20,196.00,1.00,202.20
297.420,0.21,202.93,14880.00,119.75,5.26,219.20,196.00,1.00,202.20
297.570,0.21,205.09,14880.00,119.75,5.26,219.20,196.00,1.00,202.20
297.720,0.21,205.09,14840.00,119.75,5.26,219.20,196.00,1.00,202.20
297.870,0.21,205.09,14840.00,119.75,5.26,219.20,196.00,1.00,202.20
298.020,0.21,205.09,14840.00,119.75,4.95,219.20,196.00,1.00,202.20
298.170,0.21,205.09,14840.00,119.75,4.95,219.20,196.00,1.00,202.20
298.320,0.21,205.09,14840.00,119.75,4.95,219.20,168.00,1.00,202.20
298.470,0.21,205.09,14840.00,119.75,4.95,219.20,168.00,1.00,202.20
298.621,0.21,205.09,14840.00,119.75,4.95,219.20,168.00,1.00,176.10
298.800,0.18,205.09,14840.00,119.75,4.95,219.20,168.00,1.00,176.10
298.952,0.18,206.71,14840.00,119.75,4.95,219.20,168.00,1.00,176.10
299.100,0.18,206.71,14840.00,119.75,4.95,219.20,168.00,1.00,176.10
299.253,0.18,206.71,14840.00,119.75,4.95,219.20,168.00,1.00,176.10
299.400,0.18,206.71,14840.00,119.75,4.68,219.20,168.00,1.00,176.10
299.553,0.18,206.71,14840.00,119.75,4.68,219.20,168.00,1.00,176.10
299.700,0.18,206.71,14840.00,119.75,4.68,219.20,156.00,1.00,176.10
299.853,0.18,206.71,14840.00,119.75,4.68,219.20,156.00,1.02,176.10
300.000,0.18,206.71,14840.00,119.75,4.68,219.20,156.00,1.02,145.00
300.150,0.17,206.71,14840.00,119.75,4.68,219.20,156.00,1.02,145.00
300.330,0.17,207.79,14840.00,119.75,4.68,219.20,156.00,1.02,145.00
300.480,0.17,207.79,14880.00,119.75,4.68,219.20,156.00,1.02,145.00
300.630,0.17,207.79,14880.00,119.75,4.68,219.20,156.00,1.02,145.00
300.780,0.17,207.79,14880.00,119.75,3.29,219.20,156.00,1.02,145.00
300.930,0.17,207.79,14880.00,119.75,3.29,219.20,156.00,1.02,145.00
301.080,0.17,207.79,14880.00,119.75,3.29,219.20,24.00,1.02,145.00
301.230,0.17,207.79,14880.00,119.75,3.29,219.20,24.00,0.90,145.00
301.380,0.17,207.79,14880.00,119.75,3.29,219.20,24.00,0.90,24.80
301.530,0.10,207.79,14880.00,119.75,3.29,219.20,24.00,0.90,24.80
301.680,0.10,208.15,14880.00,119.75,3.29,219.20,24.00,0.90,24.80
301.830,0.10,208.15,14900.00,119.75,3.29,219.20,24.00,0.90,24.80
301.980,0.10,208.15,14900.00,119.75,3.29,219.20,24.00,0.90,24.80
302.130,0.10,208.15,14900.00,119.75,2.94,219.20,24.00,0.90,24.80
302.280,0.10,208.15,14900.00,119.75,2.94,219.20,24.00,0.90,24.80
302.430,0.10,208.15,14900.00,119.75,2.94,219.20,88.00,0.90,24.80
302.580,0.10,208.15,14900.00,119.75,2.94,219.20,88.00,0.94,24.80
302.760,0.10,208.15,14900.00,119.75,2.94,219.20,88.00,0.94,95.50
302.910,0.07,208.15,14900.00,119.75,2.94,219.20,88.00,0.94,95.50
303.090,0.07,207.79,14900.00,119.75,2.94,219.20,88.00,0.94,95.50
303.247,0.07,207.79,14900.00,119.75,2.94,219.20,88.00,0.94,95.50
303.390,0.07,207.79,14900.00,119.75,2.94,219.20,88.00,0.94,95.50
303.541,0.07,207.79,14900.00,119.75,2.44,219.20,88.00,0.94,95.50
303.690,0.07,207.79,14900.00,119.75,2.44,219.20,88.00,0.94,95.50
303.840,0.07,207.79,14900.00,119.75,2.44,219.20,24.00,0.94,95.50
303.990,0.07,207.79,14900.00,119.75,2.44,219.20,24.00,1.05,95.50
304.140,0.07,207.79,14900.00,119.75,2.44,219.20,24.00,1.05,71.80
304.291,0.06,207.79,14900.00,119.75,2.44,219.20,24.00,1.05,71.80
304.440,0.06,206.89,14900.00,119.75,2.44,219.20,24.00,1.05,71.80
304.590,0.06,206.89,14900.00,119.75,2.44,219.20,24.00,1.05,71.80
304.740,0.06,206.89,14900.00,119.75,2.44,219.20,24.00,1.05,71.80
304.890,0.06,206.89,14900.00,119.75,2.77,219.20,24.00,1.05,71.80
305.040,0.06,206.89,14900.00,119.75,2.77,219.20,24.00,1.05,71.80
305.190,0.06,206.89,14900.00,119.75,2.77,219.20,96.00,1.05,71.80
305.340,0.06,206.89,14900.00,119.75,2.77,219.20,96.00,0.98,71.80
305.490,0.06,206.89,14900.00,119.75,2.77,219.20,96.00,0.98,93.50
305.640,0.09,206.89,14900.00,119.75,2.77,219.20,96.00,0.98,93.50
305.790,0.09,205.45,14900.00,119.75,2.77,219.20,96.00,0.98,93.50
305.940,0.09,205.45,14940.00,119.75,2.77,219.20,96.00,0.98,93.50
306.090,0.09,205.45,14940.00,119.75,2.77,219.20,96.00,0.98,93.50
306.240,0.09,205.45,14940.00,119.75,2.56,219.20,96.00,0.98,93.50
306.390,0.09,205.45,14940.00,119.75,2.56,219.20,96.00,0.98,93.50
306.540,0.09,205.45,14940.00,119.75,2.56,219.20,12.00,0.98,93.50
306.690,0.09,205.45,14940.00,119.75,2.56,219.20,12.00,1.76,93.50
306.841,0.09,205.45,14940.00,119.75,2.56,219.20,12.00,1.76,14.70
306.991,0.04,205.45,14940.00,119.75,2.56,219.20,12.00,1.76,14.70
307.141,0.04,204.01,14940.00,119.75,2.56,219.20,12.00,1.76,14.70
307.321,0.04,204.01,14840.00,119.75,2.56,219.20,12.00,1.76,14.70
307.470,0.04,204.01,14840.00,121.10,2.56,219.20,12.00,1.76,14.70
307.620,0.04,204.01,14840.00,121.10,2.59,219.20,12.00,1.76,14.70
307.830,0.04,204.01,14840.00,121.10,2.59,219.20,12.00,1.76,14.70
307.980,0.04,204.01,14840.00,121.10,2.59,219.20,76.00,1.76,14.70
308.130,0.04,204.01,14840.00,121.10,2.59,219.20,76.00,0.91,14.70
308.280,0.04,204.01,14840.00,121.10,2.59,219.20,76.00,0.91,88.80
