Time,"Boost pressure","Coolant temperature","Current battery voltage","Intake air temperature","Oil pressure","Oil temperature","Air mass flow","Lambda actual value","Target air mass flow"
0.000,0,0,0,0,0,0,0,1.00,0
0.151,0,0,0,0,0,0,0,1.00,22.00
0.300,0.01,0,0,0,0,0,0,1.00,22.00
0.480,0.01,201.85,0,0,0,0,0,1.00,22.00
0.630,0.01,201.85,14900.00,0,0,0,0,1.00,22.00
0.780,0.01,201.85,14900.00,125.15,0,0,0,1.00,22.00
0.929,0.01,201.85,14900.00,125.15,2.53,0,0,1.00,22.00
1.080,0.01,201.85,14900.00,125.15,2.53,213.80,0,1.00,22.00
1.230,0.01,201.85,14900.00,125.15,2.53,213.80,20.00,1.00,22.00
1.380,0.01,201.85,14900.00,125.15,2.53,213.80,20.00,0.99,22.00
1.530,0.01,201.85,14900.00,125.15,2.53,213.80,20.00,0.99,21.90
1.680,0.01,201.85,14900.00,125.15,2.53,213.80,20.00,0.99,21.90
1.830,0.01,202.03,14900.00,125.15,2.53,213.80,20.00,0.99,21.90
1.980,0.01,202.03,14880.00,125.15,2.53,213.80,20.00,0.99,21.90
2.130,0.01,202.03,14880.00,125.15,2.53,213.80,20.00,0.99,21.90
2.280,0.01,202.03,14880.00,125.15,2.57,213.80,20.00,0.99,21.90
2.430,0.01,202.03,14880.00,125.15,2.57,213.80,20.00,0.99,21.90
2.580,0.01,202.03,14880.00,125.15,2.57,213.80,20.00,0.99,21.90
2.730,0.01,202.03,14880.00,125.15,2.57,213.80,20.00,0.98,21.90
2.880,0.01,202.03,14880.00,125.15,2.57,213.80,20.00,0.98,21.20
3.030,0.00,202.03,14880.00,125.15,2.57,213.80,20.00,0.98,21.20
3.180,0.00,202.03,14880.00,125.15,2.57,213.80,20.00,0.98,21.20
3.330,0.00,202.03,14840.00,125.15,2.57,213.80,20.00,0.98,21.20
3.480,0.00,202.03,14840.00,125.15,2.57,213.80,20.00,0.98,21.20
3.630,0.00,202.03,14840.00,125.15,2.49,213.80,20.00,0.98,21.20
3.780,0.00,202.03,14840.00,125.15,2.49,213.80,20.00,0.98,21.20
3.930,0.00,202.03,14840.00,125.15,2.49,213.80,20.00,0.98,21.20
4.080,0.00,202.03,14840.00,125.15,2.49,213.80,20.00,1.01,21.20
4.230,0.00,202.03,14840.00,125.15,2.49,213.80,20.00,1.01,21.50
4.410,0.00,202.03,14840.00,125.15,2.49,213.80,20.00,1.01,21.50
4.560,0.00,202.21,14840.00,125.15,2.49,213.80,20.00,1.01,21.50
4.711,0.00,202.21,14900.00,125.15,2.49,213.80,20.00,1.01,21.50
4.860,0.00,202.21,14900.00,125.15,2.49,213.80,20.00,1.01,21.50
5.010,0.00,202.21,14900.00,125.15,2.55,213.80,20.00,1.01,21.50
5.160,0.00,202.21,14900.00,125.15,2.55,213.80,20.00,1.01,21.50
5.310,0.00,202.21,14900.00,125.15,2.55,213.80,20.00,1.01,21.50
5.460,0.00,202.21,14900.00,125.15,2.55,213.80,20.00,0.99,21.50
5.610,0.00,202.21,14900.00,125.15,2.55,213.80,20.00,0.99,23.30
5.760,0.00,202.21,14900.00,125.15,2.55,213.80,20.00,0.99,23.30
5.910,0.00,202.21,14900.00,125.15,2.55,213.80,20.00,0.99,23.30
6.060,0.00,202.21,14940.00,125.15,2.55,213.80,20.00,0.99,23.30
6.210,0.00,202.21,14940.00,125.15,2.55,213.80,20.00,0.99,23.30
6.360,0.00,202.21,14940.00,125.15,2.58,213.80,20.00,0.99,23.30
6.510,0.00,202.21,14940.00,125.15,2.58,213.80,20.00,0.99,23.30
6.660,0.00,202.21,14940.00,125.15,2.58,213.80,20.00,0.99,23.30
6.960,0.00,202.21,14940.00,125.15,2.58,213.80,20.00,1.01,23.30
7.110,0.00,202.21,14940.00,125.15,2.58,213.80,20.00,1.01,24.30
7.260,0.01,202.21,14940.00,125.15,2.58,213.80,20.00,1.01,24.30
7.410,0.01,202.39,14940.00,125.15,2.58,213.80,20.00,1.01,24.30
7.560,0.01,202.39,14880.00,125.15,2.58,213.80,20.00,1.01,24.30
7.711,0.01,202.39,14880.00,125.15,2.58,213.80,20.00,1.01,24.30
7.860,0.01,202.39,14880.00,125.15,2.58,213.80,20.00,1.01,24.30
8.010,0.01,202.39,14880.00,125.15,2.58,212.00,20.00,1.01,24.30
8.160,0.01,202.39,14880.00,125.15,2.58,212.00,20.00,1.01,24.30
8.310,0.01,202.39,14880.00,125.15,2.58,212.00,20.00,1.02,24.30
8.460,0.01,202.39,14880.00,125.15,2.58,212.00,20.00,1.02,23.80
8.610,0.01,202.39,14880.00,125.15,2.58,212.00,20.00,1.02,23.80
8.760,0.01,202.39,14880.00,125.15,2.58,212.00,20.00,1.02,23.80
8.910,0.01,202.39,14900.00,125.15,2.58,212.00,20.00,1.02,23.80
9.090,0.01,202.39,14900.00,125.15,2.58,212.00,20.00,1.02,23.80
9.240,0.01,202.39,14900.00,125.15,2.56,212.00,20.00,1.02,23.80
9.390,0.01,202.39,14900.00,125.15,2.56,212.00,20.00,1.02,23.80
9.540,0.01,202.39,14900.00,125.15,2.56,212.00,20.00,1.02,23.80
9.690,0.01,202.39,14900.00,125.15,2.56,212.00,20.00,0.99,23.80
9.840,0.01,202.39,14900.00,125.15,2.56,212.00,20.00,0.99,23.40
9.990,0.01,202.39,14900.00,125.15,2.56,212.00,20.00,0.99,23.40
10.140,0.01,202.39,14900.00,125.15,2.56,212.00,20.00,0.99,23.40
10.290,0.01,202.39,14880.00,125.15,2.56,212.00,20.00,0.99,23.40
10.439,0.01,202.39,14880.00,125.15,2.56,212.00,20.00,0.99,23.40
10.590,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,0.99,23.40
10.740,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,0.99,23.40
10.952,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,0.99,23.40
11.100,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,1.00,23.40
11.252,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,1.00,23.00
11.400,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,1.00,23.00
11.552,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,1.00,23.00
11.700,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,1.00,23.00
11.852,0.01,202.39,14880.00,125.15,2.40,212.00,20.00,1.00,23.00
12.000,0.01,202.39,14880.00,125.15,2.39,212.00,20.00,1.00,23.00
12.152,0.01,202.39,14880.00,125.15,2.39,212.00,20.00,1.00,23.00
12.330,0.01,202.39,14880.00,125.15,2.39,212.00,20.00,1.00,23.00
12.480,0.01,202.39,14880.00,125.15,2.39,212.00,20.00,1.00,23.00
12.630,0.01,202.39,14880.00,125.15,2.39,212.00,20.00,1.00,22.60
12.780,0.01,202.39,14880.00,125.15,2.39,212.00,20.00,1.00,22.60
12.930,0.01,202.39,14880.00,125.15,2.39,212.00,20.00,1.00,22.60
13.080,0.01,202.39,14900.00,125.15,2.39,212.00,20.00,1.00,22.60
13.230,0.01,202.39,14900.00,125.15,2.39,212.00,20.00,1.00,22.60
13.380,0.01,202.39,14900.00,125.15,2.55,212.00,20.00,1.00,22.60
13.530,0.01,202.39,14900.00,125.15,2.55,212.00,20.00,1.00,22.60
13.680,0.01,202.39,14900.00,125.15,2.55,212.00,20.00,1.00,22.60
13.830,0.01,202.39,14900.00,125.15,2.55,212.00,20.00,1.00,22.60
13.980,0.01,202.39,14900.00,125.15,2.55,212.00,20.00,1.00,22.60
14.130,0.01,202.39,14900.00,125.15,2.55,212.00,20.00,1.00,22.60
14.280,0.01,202.39,14900.00,125.15,2.55,212.00,20.00,1.00,22.60
14.430,0.01,202.39,14940.00,125.15,2.55,212.00,20.00,1.00,22.60
14.580,0.01,202.39,14940.00,125.15,2.55,212.00,20.00,1.00,22.60
14.760,0.01,202.39,14940.00,125.15,2.66,212.00,20.00,1.00,22.60
14.910,0.01,202.39,14940.00,125.15,2.66,212.00,20.00,1.00,22.60
15.059,0.01,202.39,14940.00,125.15,2.66,212.00,20.00,1.00,22.60
15.210,0.01,202.39,14940.00,125.15,2.66,212.00,20.00,1.00,22.60
15.359,0.01,202.39,14940.00,125.15,2.66,212.00,20.00,1.00,22.30
15.510,0.01,202.39,14940.00,125.15,2.66,212.00,20.00,1.00,22.30
15.720,0.01,202.57,14940.00,125.15,2.66,212.00,20.00,1.00,22.30
15.869,0.01,202.57,14900.00,125.15,2.66,212.00,20.00,1.00,22.30
16.052,0.01,202.57,14900.00,125.15,2.66,212.00,20.00,1.00,22.30
16.200,0.01,202.57,14900.00,125.15,2.46,212.00,20.00,1.00,22.30
16.352,0.01,202.57,14900.00,125.15,2.46,212.00,20.00,1.00,22.30
16.500,0.01,202.57,14900.00,125.15,2.46,212.00,20.00,1.00,22.30
16.652,0.01,202.57,14900.00,125.15,2.46,212.00,20.00,1.00,22.30
16.800,0.01,202.57,14900.00,125.15,2.46,212.00,20.00,1.00,22.50
16.951,0.01,202.57,14900.00,125.15,2.46,212.00,20.00,1.00,22.50
17.100,0.01,202.75,14900.00,125.15,2.46,212.00,20.00,1.00,22.50
17.251,0.01,202.75,14880.00,125.15,2.46,212.00,20.00,1.00,22.50
17.400,0.01,202.75,14880.00,125.15,2.46,212.00,20.00,1.00,22.50
17.552,0.01,202.75,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
17.700,0.01,202.75,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
17.852,0.01,202.75,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
18.000,0.01,202.75,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
18.152,0.01,202.75,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
18.300,0.01,202.75,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
18.480,0.01,202.75,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
18.630,0.01,202.75,14940.00,125.15,2.44,212.00,20.00,1.00,22.50
18.780,0.01,202.75,14940.00,125.15,2.44,212.00,20.00,1.00,22.50
18.930,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,1.00,22.50
19.080,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,1.00,22.50
19.230,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,1.00,22.50
19.380,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,0.99,22.50
19.530,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,0.99,22.60
19.680,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,0.99,22.60
19.830,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,0.99,22.60
20.010,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,0.99,22.60
20.160,0.01,202.75,14940.00,125.15,2.51,212.00,20.00,0.99,22.60
20.310,0.01,202.75,14940.00,125.15,2.57,212.00,20.00,0.99,22.60
20.460,0.01,202.75,14940.00,125.15,2.57,212.00,20.00,0.99,22.60
20.610,0.01,202.75,14940.00,125.15,2.57,212.00,20.00,0.99,22.60
20.760,0.01,202.75,14940.00,125.15,2.57,212.00,20.00,0.99,22.60
20.910,0.01,202.75,14940.00,125.15,2.57,212.00,20.00,0.99,22.50
21.059,0.01,202.75,14940.00,125.15,2.57,212.00,20.00,0.99,22.50
21.210,0.01,202.93,14940.00,125.15,2.57,212.00,20.00,0.99,22.50
21.360,0.01,202.93,14880.00,125.15,2.57,212.00,20.00,0.99,22.50
21.510,0.01,202.93,14880.00,125.15,2.57,212.00,20.00,0.99,22.50
21.660,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,0.99,22.50
21.810,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,0.99,22.50
21.960,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,0.99,22.50
22.110,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,1.00,22.50
22.260,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,1.00,22.50
22.440,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,1.00,22.50
22.590,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,1.00,22.50
22.740,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,1.00,22.50
22.920,0.01,202.93,14880.00,125.15,2.59,212.00,20.00,1.00,22.50
23.070,0.01,202.93,14880.00,125.15,2.47,212.00,20.00,1.00,22.50
23.220,0.01,202.93,14880.00,125.15,2.47,212.00,20.00,1.00,22.50
23.370,0.01,202.93,14880.00,125.15,2.47,212.00,20.00,1.00,22.50
23.520,0.01,202.93,14880.00,125.15,2.47,212.00,20.00,0.99,22.50
23.669,0.01,202.93,14880.00,125.15,2.47,212.00,20.00,0.99,22.60
23.852,0.01,202.93,14880.00,125.15,2.47,212.00,20.00,0.99,22.60
24.000,0.01,202.93,14880.00,125.15,2.47,212.00,20.00,0.99,22.60
24.151,0.01,202.93,14900.00,125.15,2.47,212.00,20.00,0.99,22.60
24.300,0.01,202.93,14900.00,125.15,2.47,212.00,20.00,0.99,22.60
24.452,0.01,202.93,14900.00,125.15,2.51,212.00,20.00,0.99,22.60
24.600,0.01,202.93,14900.00,125.15,2.51,212.00,20.00,0.99,22.60
24.752,0.01,202.93,14900.00,125.15,2.51,212.00,20.00,0.99,22.60
24.900,0.01,202.93,14900.00,125.15,2.51,212.00,20.00,1.00,22.60
25.052,0.01,202.93,14900.00,125.15,2.51,212.00,20.00,1.00,22.50
25.200,0.01,202.93,14900.00,125.15,2.51,212.00,20.00,1.00,22.50
25.350,0.01,202.93,14900.00,125.15,2.51,212.00,20.00,1.00,22.50
25.500,0.01,202.93,14880.00,125.15,2.51,212.00,20.00,1.00,22.50
25.651,0.01,202.93,14880.00,125.15,2.51,212.00,20.00,1.00,22.50
25.800,0.01,202.93,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
25.950,0.01,202.93,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
26.100,0.01,202.93,14880.00,125.15,2.44,212.00,20.00,1.00,22.50
26.280,0.01,202.93,14880.00,125.15,2.44,212.00,20.00,0.99,22.50
26.430,0.01,202.93,14880.00,125.15,2.44,212.00,20.00,0.99,22.50
26.610,0.01,202.93,14880.00,125.15,2.44,212.00,20.00,0.99,22.50
26.760,0.01,203.11,14880.00,125.15,2.44,212.00,20.00,0.99,22.50
26.910,0.01,203.11,14880.00,125.15,2.44,212.00,20.00,0.99,22.50
27.060,0.01,203.11,14880.00,125.15,2.44,212.00,20.00,0.99,22.50
27.240,0.01,203.11,14880.00,125.15,2.47,212.00,20.00,0.99,22.50
27.390,0.01,203.11,14880.00,125.15,2.47,212.00,20.00,0.99,22.50
27.570,0.01,203.11,14880.00,125.15,2.47,212.00,20.00,0.99,22.50
27.720,0.01,203.11,14880.00,125.15,2.47,212.00,20.00,0.99,22.50
27.870,0.01,203.11,14880.00,125.15,2.47,212.00,20.00,0.99,22.50
28.020,0.01,203.11,14880.00,125.15,2.47,212.00,20.00,0.99,22.50
28.170,0.01,203.11,14880.00,125.15,2.47,212.00,20.00,0.99,22.50
28.320,0.01,203.11,14900.00,125.15,2.47,212.00,20.00,0.99,22.50
28.470,0.01,203.11,14900.00,125.15,2.47,212.00,20.00,0.99,22.50
28.620,0.01,203.11,14900.00,125.15,2.46,212.00,20.00,0.99,22.50
28.770,0.01,203.11,14900.00,125.15,2.46,212.00,20.00,0.99,22.50
28.921,0.01,203.11,14900.00,125.15,2.46,212.00,20.00,0.99,22.50
29.070,0.01,203.11,14900.00,125.15,2.46,212.00,20.00,0.99,22.50
29.220,0.01,203.11,14900.00,125.15,2.46,212.00,20.00,0.99,22.50
29.370,0.01,203.11,14900.00,125.15,2.46,212.00,20.00,0.99,22.50
29.520,0.01,203.29,14900.00,125.15,2.46,212.00,20.00,0.99,22.50
29.670,0.01,203.29,14940.00,125.15,2.46,212.00,20.00,0.99,22.50
29.820,0.01,203.29,14940.00,125.15,2.46,212.00,20.00,0.99,22.50
30.000,0.01,203.29,14940.00,125.15,2.58,212.00,20.00,0.99,22.50
30.151,0.01,203.29,14940.00,125.15,2.58,212.00,20.00,0.99,22.50
30.300,0.01,203.29,14940.00,125.15,2.58,212.00,20.00,0.99,22.50
30.451,0.01,203.29,14940.00,125.15,2.58,212.00,20.00,1.00,22.50
30.600,0.01,203.29,14940.00,125.15,2.58,212.00,20.00,1.00,21.50
30.751,0.00,203.29,14940.00,125.15,2.58,212.00,20.00,1.00,21.50
30.900,0.00,203.29,14940.00,125.15,2.58,212.00,20.00,1.00,21.50
31.051,0.00,203.29,14900.00,125.15,2.58,212.00,20.00,1.00,21.50
31.200,0.00,203.29,14900.00,125.15,2.58,212.00,20.00,1.00,21.50
31.351,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,1.00,21.50
31.530,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,1.00,21.50
31.680,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,1.00,21.50
31.830,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,0.99,21.50
31.980,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,0.99,20.80
32.130,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,0.99,20.80
32.280,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,0.99,20.80
32.430,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,0.99,20.80
32.580,0.00,203.29,14900.00,125.15,2.47,212.00,20.00,0.99,20.80
32.730,0.00,203.29,14900.00,125.15,2.51,212.00,20.00,0.99,20.80
32.880,0.00,203.29,14900.00,125.15,2.51,212.00,20.00,0.99,20.80
33.030,0.00,203.29,14900.00,125.15,2.51,212.00,20.00,0.99,20.80
33.180,0.00,203.29,14900.00,125.15,2.51,212.00,20.00,0.98,20.80
33.330,0.00,203.29,14900.00,125.15,2.51,212.00,20.00,0.98,20.30
33.480,0.00,203.29,14900.00,125.15,2.51,212.00,20.00,0.98,20.30
33.630,0.00,203.29,14900.00,125.15,2.51,212.00,20.00,0.98,20.30
33.780,0.00,203.29,14880.00,125.15,2.51,212.00,20.00,0.98,20.30
33.960,0.00,203.29,14880.00,125.15,2.51,212.00,20.00,0.98,20.30
34.110,0.00,203.29,14880.00,125.15,2.46,212.00,20.00,0.98,20.30
34.260,0.00,203.29,14880.00,125.15,2.46,212.00,20.00,0.98,20.30
34.410,0.00,203.29,14880.00,125.15,2.46,212.00,16.00,0.98,20.30
34.560,0.00,203.29,14880.00,125.15,2.46,212.00,16.00,0.99,20.30
34.710,0.00,203.29,14880.00,125.15,2.46,212.00,16.00,0.99,19.50
34.860,0.00,203.29,14880.00,125.15,2.46,212.00,16.00,0.99,19.50
35.010,0.00,203.29,14880.00,125.15,2.46,212.00,16.00,0.99,19.50
35.160,0.00,203.29,14880.00,125.15,2.46,212.00,16.00,0.99,19.50
35.310,0.00,203.29,14880.00,125.15,2.46,212.00,16.00,0.99,19.50
35.460,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,19.50
35.610,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,19.50
35.760,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,19.50
35.910,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,19.50
36.060,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,24.30
36.210,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,24.30
36.360,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,24.30
36.510,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,24.30
36.660,0.00,203.29,14880.00,125.15,2.56,212.00,16.00,0.99,24.30
36.810,0.00,203.29,14880.00,125.15,2.57,212.00,16.00,0.99,24.30
36.960,0.00,203.29,14880.00,125.15,2.57,212.00,16.00,0.99,24.30
37.110,0.00,203.29,14880.00,125.15,2.57,212.00,32.00,0.99,24.30
37.260,0.00,203.29,14880.00,125.15,2.57,212.00,32.00,1.00,24.30
37.410,0.00,203.29,14880.00,125.15,2.57,212.00,32.00,1.00,34.80
37.560,0.01,203.29,14880.00,125.15,2.57,212.00,32.00,1.00,34.80
37.710,0.01,203.29,14880.00,125.15,2.57,212.00,32.00,1.00,34.80
37.890,0.01,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,34.80
38.040,0.01,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,34.80
38.190,0.01,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,34.80
38.340,0.01,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,34.80
38.520,0.01,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,34.80
38.670,0.01,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,34.80
38.820,0.01,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,41.10
38.970,0.02,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,41.10
39.120,0.02,203.29,14940.00,125.15,2.57,212.00,32.00,1.00,41.10
39.270,0.02,203.29,14900.00,125.15,2.57,212.00,32.00,1.00,41.10
39.420,0.02,203.29,14900.00,125.15,2.57,212.00,32.00,1.00,41.10
39.570,0.02,203.29,14900.00,125.15,2.66,212.00,32.00,1.00,41.10
39.720,0.02,203.29,14900.00,125.15,2.66,212.00,32.00,1.00,41.10
39.870,0.02,203.29,14900.00,125.15,2.66,212.00,44.00,1.00,41.10
40.020,0.02,203.29,14900.00,125.15,2.66,212.00,44.00,0.98,41.10
40.170,0.02,203.29,14900.00,125.15,2.66,212.00,44.00,0.98,49.00
40.351,0.03,203.29,14900.00,125.15,2.66,212.00,44.00,0.98,49.00
40.500,0.03,203.11,14900.00,125.15,2.66,212.00,44.00,0.98,49.00
40.651,0.03,203.11,14940.00,125.15,2.66,212.00,44.00,0.98,49.00
40.800,0.03,203.11,14940.00,125.15,2.66,212.00,44.00,0.98,49.00
40.951,0.03,203.11,14940.00,125.15,2.59,212.00,44.00,0.98,49.00
41.100,0.03,203.11,14940.00,125.15,2.59,212.00,44.00,0.98,49.00
41.251,0.03,203.11,14940.00,125.15,2.59,212.00,44.00,0.98,49.00
41.400,0.03,203.11,14940.00,125.15,2.59,212.00,44.00,0.90,49.00
41.551,0.03,203.11,14940.00,125.15,2.59,212.00,44.00,0.90,43.90
41.700,0.03,203.11,14940.00,125.15,2.59,212.00,44.00,0.90,43.90
41.851,0.03,202.93,14940.00,125.15,2.59,212.00,44.00,0.90,43.90
42.000,0.03,202.93,14900.00,125.15,2.59,212.00,44.00,0.90,43.90
42.151,0.03,202.93,14900.00,125.15,2.59,212.00,44.00,0.90,43.90
42.300,0.03,202.93,14900.00,125.15,2.61,212.00,44.00,0.90,43.90
42.451,0.03,202.93,14900.00,125.15,2.61,212.00,44.00,0.90,43.90
42.600,0.03,202.93,14900.00,125.15,2.61,212.00,48.00,0.90,43.90
42.750,0.03,202.93,14900.00,125.15,2.61,212.00,48.00,1.02,43.90
42.930,0.03,202.93,14900.00,125.15,2.61,212.00,48.00,1.02,53.50
43.080,0.02,202.93,14900.00,125.15,2.61,212.00,48.00,1.02,53.50
43.230,0.02,202.57,14900.00,125.15,2.61,212.00,48.00,1.02,53.50
43.380,0.02,202.57,14880.00,125.15,2.61,212.00,48.00,1.02,53.50
43.530,0.02,202.57,14880.00,125.15,2.61,212.00,48.00,1.02,53.50
43.680,0.02,202.57,14880.00,125.15,2.59,212.00,48.00,1.02,53.50
43.830,0.02,202.57,14880.00,125.15,2.59,212.00,48.00,1.02,53.50
43.980,0.02,202.57,14880.00,125.15,2.59,212.00,52.00,1.02,53.50
44.129,0.02,202.57,14880.00,125.15,2.59,212.00,52.00,1.03,53.50
44.310,0.02,202.57,14880.00,125.15,2.59,212.00,52.00,1.03,56.50
44.519,0.03,202.57,14880.00,125.15,2.59,212.00,52.00,1.03,56.50
44.700,0.03,202.03,14880.00,125.15,2.59,212.00,52.00,1.03,56.50
44.910,0.03,202.03,14900.00,125.15,2.59,212.00,52.00,1.03,56.50
45.060,0.03,202.03,14900.00,125.15,2.59,212.00,52.00,1.03,56.50
45.270,0.03,202.03,14900.00,125.15,2.58,212.00,52.00,1.03,56.50
45.480,0.03,202.03,14900.00,125.15,2.58,212.00,52.00,1.03,56.50
45.630,0.03,202.03,14900.00,125.15,2.58,212.00,64.00,1.03,56.50
45.810,0.03,202.03,14900.00,125.15,2.58,212.00,64.00,1.02,56.50
45.990,0.03,202.03,14900.00,125.15,2.58,212.00,64.00,1.02,80.90
46.140,0.03,202.03,14900.00,125.15,2.58,212.00,64.00,1.02,80.90
46.290,0.03,201.49,14900.00,125.15,2.58,212.00,64.00,1.02,80.90
46.439,0.03,201.49,14900.00,125.15,2.58,212.00,64.00,1.02,80.90
46.590,0.03,201.49,14900.00,123.80,2.58,212.00,64.00,1.02,80.90
46.770,0.03,201.49,14900.00,123.80,2.61,212.00,64.00,1.02,80.90
46.920,0.03,201.49,14900.00,123.80,2.61,212.00,64.00,1.02,80.90
47.070,0.03,201.49,14900.00,123.80,2.61,212.00,84.00,1.02,80.90
47.220,0.03,201.49,14900.00,123.80,2.61,212.00,84.00,1.01,80.90
47.370,0.03,201.49,14900.00,123.80,2.61,212.00,84.00,1.01,83.50
47.520,0.05,201.49,14900.00,123.80,2.61,212.00,84.00,1.01,83.50
47.670,0.05,200.77,14900.00,123.80,2.61,212.00,84.00,1.01,83.50
47.851,0.05,200.77,14900.00,123.80,2.61,212.00,84.00,1.01,83.50
48.000,0.05,200.77,14900.00,123.80,2.61,212.00,84.00,1.01,83.50
48.151,0.05,200.77,14900.00,123.80,2.74,212.00,84.00,1.01,83.50
48.300,0.05,200.77,14900.00,123.80,2.74,212.00,84.00,1.01,83.50
48.451,0.05,200.77,14900.00,123.80,2.74,212.00,72.00,1.01,83.50
48.599,0.05,200.77,14900.00,123.80,2.74,212.00,72.00,1.00,83.50
48.751,0.05,200.77,14900.00,123.80,2.74,212.00,72.00,1.00,77.50
48.900,0.05,200.77,14900.00,123.80,2.74,212.00,72.00,1.00,77.50
49.051,0.05,200.23,14900.00,123.80,2.74,212.00,72.00,1.00,77.50
49.199,0.05,200.23,14880.00,123.80,2.74,212.00,72.00,1.00,77.50
49.351,0.05,200.23,14880.00,123.80,2.74,212.00,72.00,1.00,77.50
49.500,0.05,200.23,14880.00,123.80,3.44,212.00,72.00,1.00,77.50
49.651,0.05,200.23,14880.00,123.80,3.44,212.00,72.00,1.00,77.50
49.800,0.05,200.23,14880.00,123.80,3.44,212.00,96.00,1.00,77.50
49.951,0.05,200.23,14880.00,123.80,3.44,212.00,96.00,1.00,77.50
50.100,0.05,200.23,14880.00,123.80,3.44,212.00,96.00,1.00,102.80
50.251,0.06,200.23,14880.00,123.80,3.44,212.00,96.00,1.00,102.80
50.400,0.06,199.33,14880.00,123.80,3.44,212.00,96.00,1.00,102.80
50.551,0.06,199.33,14880.00,123.80,3.44,212.00,96.00,1.00,102.80
50.729,0.06,199.33,14880.00,123.80,3.44,212.00,96.00,1.00,102.80
50.880,0.06,199.33,14880.00,123.80,3.91,212.00,96.00,1.00,102.80
51.030,0.06,199.33,14880.00,123.80,3.91,210.20,96.00,1.00,102.80
51.179,0.06,199.33,14880.00,123.80,3.91,210.20,36.00,1.00,102.80
51.329,0.06,199.33,14880.00,123.80,3.91,210.20,36.00,1.28,102.80
51.479,0.06,199.33,14880.00,123.80,3.91,210.20,36.00,1.28,38.60
51.630,0.09,199.33,14880.00,123.80,3.91,210.20,36.00,1.28,38.60
51.780,0.09,198.79,14880.00,123.80,3.91,210.20,36.00,1.28,38.60
51.929,0.09,198.79,14840.00,123.80,3.91,210.20,36.00,1.28,38.60
52.080,0.09,198.79,14840.00,123.80,3.91,210.20,36.00,1.28,38.60
52.229,0.09,198.79,14840.00,123.80,3.69,210.20,36.00,1.28,38.60
52.379,0.09,198.79,14840.00,123.80,3.69,210.20,36.00,1.28,38.60
