Time,"Oil pressure","Oil temperature","Coolant temperature","Actual speed","Actual gear","Engine speed","Throttle valve angle from potentiometer 1","Air mass flow","Fuel mass flow","Intake air temperature","Lambda actual value","Boost pressure","Boost pressure raw value","Current battery voltage"
0.000,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0
0.150,2.51,221.00,0,0,0,0,0,0,0,0,0,0,0,0
0.300,2.51,221.00,220.93,0,0,0,0,0,0,0,0,0,0,0
0.450,2.51,221.00,220.93,0.00,0,0,0,0,0,0,0,0,0,0
0.600,2.51,221.00,220.93,0.00,0.00,0,0,0,0,0,0,0,0,0
0.780,2.51,221.00,220.93,0.00,0.00,700.00,0,0,0,0,0,0,0,0
0.930,2.51,221.00,220.93,0.00,0.00,700.00,3.81,0,0,0,0,0,0,0
1.083,2.51,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0,0,0,0,0,0
1.230,2.51,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0.80,0,0,0,0,0
1.383,2.51,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0,0,0,0
1.530,2.51,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0,0,0
1.680,2.51,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0.00,0,0
1.830,2.51,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0.00,1.02,0
2.040,2.51,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
2.193,2.52,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
2.340,2.52,221.00,220.93,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
2.493,2.52,221.00,221.11,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
2.640,2.52,221.00,221.11,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
2.793,2.52,221.00,221.11,0.00,0.00,700.00,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
2.940,2.52,221.00,221.11,0.00,0.00,697.00,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
3.093,2.52,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
3.240,2.52,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
3.393,2.52,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
3.540,2.52,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
3.690,2.52,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
3.840,2.52,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
3.993,2.52,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13140.00
4.170,2.52,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
4.320,2.72,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
4.472,2.72,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
4.620,2.72,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
4.772,2.72,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
4.920,2.72,221.00,221.11,0.00,0.00,697.00,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
5.070,2.72,221.00,221.11,0.00,0.00,700.50,3.78,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
5.220,2.72,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
5.372,2.72,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
5.520,2.72,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
5.672,2.72,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
5.820,2.72,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
5.972,2.72,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
6.120,2.72,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13220.00
6.272,2.72,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
6.420,2.70,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
6.570,2.70,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
6.720,2.70,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
6.870,2.70,221.00,221.11,0.00,0.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
7.020,2.70,221.00,221.11,0.00,7.00,700.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
7.200,2.70,221.00,221.11,0.00,7.00,706.50,3.81,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
7.350,2.70,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
7.500,2.70,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
7.650,2.70,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
7.800,2.70,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
7.950,2.70,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
8.100,2.70,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
8.250,2.70,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
8.400,2.70,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
8.583,2.41,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
8.729,2.41,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
8.880,2.41,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
9.030,2.41,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
9.183,2.41,221.00,221.11,0.00,7.00,706.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
9.330,2.41,221.00,221.11,0.00,7.00,713.50,3.91,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
9.483,2.41,221.00,221.11,0.00,7.00,713.50,5.23,12.00,0.80,122.45,0.99,0.00,1.02,13160.00
9.630,2.41,221.00,221.11,0.00,7.00,713.50,5.23,16.00,0.80,122.45,0.99,0.00,1.02,13160.00
9.783,2.41,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,0.99,0.00,1.02,13160.00
9.930,2.41,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,0.99,0.00,1.02,13160.00
10.083,2.41,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13160.00
10.230,2.41,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13160.00
10.383,2.41,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13160.00
10.530,2.41,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13200.00
10.683,2.68,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13200.00
10.830,2.68,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13200.00
10.980,2.68,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13200.00
11.160,2.68,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13200.00
11.310,2.68,221.00,221.11,0.00,7.00,713.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13200.00
11.460,2.68,221.00,221.11,0.00,7.00,717.50,5.23,16.00,1.10,122.45,1.01,0.00,1.02,13200.00
11.610,2.68,221.00,221.11,0.00,7.00,717.50,5.07,16.00,1.10,122.45,1.01,0.00,1.02,13200.00
11.760,2.68,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,1.01,0.00,1.02,13200.00
11.910,2.68,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,1.01,0.00,1.02,13200.00
12.060,2.68,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,1.01,0.00,1.02,13200.00
12.210,2.68,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
12.360,2.68,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
12.510,2.68,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
12.660,2.68,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
12.810,2.52,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
12.960,2.52,221.00,221.11,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
13.110,2.52,221.00,221.29,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
13.260,2.52,221.00,221.29,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
13.410,2.52,221.00,221.29,0.00,7.00,717.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
13.560,2.52,221.00,221.29,0.00,7.00,754.50,5.07,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
13.710,2.52,221.00,221.29,0.00,7.00,754.50,5.60,12.00,1.10,122.45,0.99,0.00,1.02,13200.00
13.860,2.52,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.10,122.45,0.99,0.00,1.02,13200.00
14.010,2.52,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.00,1.02,13200.00
14.160,2.52,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.00,1.02,13200.00
14.310,2.52,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.00,1.02,13200.00
14.460,2.52,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.01,1.02,13200.00
14.610,2.52,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
14.760,2.52,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
14.910,2.78,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
15.060,2.78,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
15.210,2.78,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
15.360,2.78,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
15.510,2.78,221.00,221.29,0.00,7.00,754.50,5.60,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
15.660,2.78,221.00,221.29,0.00,7.00,773.50,5.60,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
15.810,2.78,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
15.960,2.78,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
16.140,2.78,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,122.45,0.99,0.01,1.03,13200.00
16.293,2.78,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,0.99,0.01,1.03,13200.00
16.439,2.78,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13200.00
16.593,2.78,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13200.00
16.740,2.78,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13200.00
16.893,2.78,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13220.00
17.040,2.59,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13220.00
17.193,2.59,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13220.00
17.340,2.59,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13220.00
17.493,2.59,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13220.00
17.640,2.59,221.00,221.29,0.00,7.00,773.50,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13220.00
17.793,2.59,221.00,221.29,0.00,7.00,826.00,5.79,16.00,1.20,121.10,1.00,0.01,1.03,13220.00
17.940,2.59,221.00,221.29,0.00,7.00,826.00,5.07,16.00,1.20,121.10,1.00,0.01,1.03,13220.00
18.093,2.59,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.20,121.10,1.00,0.01,1.03,13220.00
18.240,2.59,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,1.00,0.01,1.03,13220.00
18.390,2.59,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,1.00,0.01,1.03,13220.00
18.540,2.59,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13220.00
18.720,2.59,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13220.00
18.872,2.59,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13220.00
19.020,2.59,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13200.00
19.172,2.64,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13200.00
19.320,2.64,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13200.00
19.470,2.64,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13200.00
19.620,2.64,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13200.00
19.772,2.64,221.00,221.29,0.00,7.00,826.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13200.00
19.920,2.64,221.00,221.29,0.00,7.00,719.00,5.07,12.00,1.00,121.10,0.97,0.01,1.03,13200.00
20.100,2.64,221.00,221.29,0.00,7.00,719.00,4.94,12.00,1.00,121.10,0.97,0.01,1.03,13200.00
20.250,2.64,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.00,121.10,0.97,0.01,1.03,13200.00
20.400,2.64,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.97,0.01,1.03,13200.00
20.550,2.64,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.97,0.01,1.03,13200.00
20.700,2.64,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13200.00
20.850,2.64,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13200.00
21.000,2.64,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13200.00
21.150,2.64,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13220.00
21.300,2.74,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13220.00
21.450,2.74,221.00,221.29,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13220.00
21.600,2.74,221.00,221.47,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13220.00
21.750,2.74,221.00,221.47,0.00,7.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13220.00
21.900,2.74,221.00,221.47,0.00,1.00,719.00,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13220.00
22.050,2.74,221.00,221.47,0.00,1.00,821.50,4.94,16.00,1.10,121.10,0.99,0.01,1.03,13220.00
22.200,2.74,221.00,221.47,0.00,1.00,821.50,8.07,16.00,1.10,121.10,0.99,0.01,1.03,13220.00
22.350,2.74,221.00,221.47,0.00,1.00,821.50,8.07,24.00,1.10,121.10,0.99,0.01,1.03,13220.00
22.500,2.74,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.99,0.01,1.03,13220.00
22.680,2.74,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.99,0.01,1.03,13220.00
22.830,2.74,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
22.980,2.74,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
23.130,2.74,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
23.280,2.74,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
23.430,2.79,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
23.580,2.79,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
23.730,2.79,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
23.880,2.79,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
24.030,2.79,221.00,221.47,0.00,1.00,821.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
24.180,2.79,221.00,221.47,0.00,1.00,1125.50,8.07,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
24.330,2.79,221.00,221.47,0.00,1.00,1125.50,4.25,24.00,2.00,121.10,0.98,0.01,1.03,13220.00
24.480,2.79,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,2.00,121.10,0.98,0.01,1.03,13220.00
24.630,2.79,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.98,0.01,1.03,13220.00
24.780,2.79,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.98,0.01,1.03,13220.00
24.930,2.79,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.01,1.03,13220.00
25.080,2.79,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.02,1.03,13220.00
25.230,2.79,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
25.380,2.79,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
25.530,2.51,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
25.680,2.51,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
25.830,2.51,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
25.980,2.51,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
26.130,2.51,221.00,221.47,0.00,1.00,1125.50,4.25,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
26.280,2.51,221.00,221.47,0.00,1.00,765.00,4.25,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
26.430,2.51,221.00,221.47,0.00,1.00,765.00,3.78,8.00,0.80,121.10,0.94,0.02,1.04,13220.00
26.580,2.51,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.80,121.10,0.94,0.02,1.04,13220.00
26.730,2.51,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.02,1.04,13220.00
26.880,2.51,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.02,1.04,13220.00
27.030,2.51,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.02,1.04,13220.00
27.180,2.51,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.01,1.04,13220.00
27.338,2.51,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
27.480,2.51,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
27.660,2.62,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
27.810,2.62,221.00,221.47,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
27.960,2.62,221.00,221.29,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
28.110,2.62,221.00,221.29,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
28.260,2.62,221.00,221.29,0.00,1.00,765.00,3.78,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
28.410,2.62,221.00,221.29,0.00,1.00,775.00,3.78,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
28.560,2.62,221.00,221.29,0.00,1.00,775.00,3.84,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
28.710,2.62,221.00,221.29,0.00,1.00,775.00,3.84,12.00,0.90,121.10,0.94,0.01,1.03,13220.00
28.860,2.62,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,121.10,0.94,0.01,1.03,13220.00
29.010,2.62,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,0.94,0.01,1.03,13220.00
29.160,2.62,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.01,1.03,13220.00
29.310,2.62,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
29.460,2.62,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
29.610,2.62,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
29.760,2.61,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
29.910,2.61,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
30.060,2.61,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
30.240,2.61,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
30.393,2.61,221.00,221.29,0.00,1.00,775.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
30.540,2.61,221.00,221.29,0.00,1.00,808.00,3.84,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
30.693,2.61,221.00,221.29,0.00,1.00,808.00,3.78,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
30.840,2.61,221.00,221.29,0.00,1.00,808.00,3.78,12.00,1.20,122.45,1.08,0.00,1.03,13220.00
30.993,2.61,221.00,221.29,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.08,0.00,1.03,13220.00
31.140,2.61,221.00,221.29,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.08,0.00,1.03,13220.00
31.293,2.61,221.00,221.29,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.03,13220.00
31.440,2.61,221.00,221.29,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.03,13220.00
31.620,2.61,221.00,221.29,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
31.770,2.61,221.00,221.29,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
31.920,2.56,221.00,221.29,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
32.070,2.56,221.00,221.29,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
32.220,2.56,221.00,221.47,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
32.370,2.56,221.00,221.47,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
32.520,2.56,221.00,221.47,0.00,1.00,808.00,3.78,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
32.670,2.56,221.00,221.47,0.00,1.00,679.00,3.78,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
32.820,2.56,221.00,221.47,0.00,1.00,679.00,4.34,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
32.970,2.56,221.00,221.47,0.00,1.00,679.00,4.34,12.00,0.90,122.45,1.03,0.00,1.02,13220.00
33.120,2.56,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.03,0.00,1.02,13220.00
33.270,2.56,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.03,0.00,1.02,13220.00
33.420,2.56,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13220.00
33.570,2.56,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13220.00
33.720,2.56,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13220.00
33.870,2.56,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13240.00
34.020,2.59,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13240.00
34.200,2.59,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13240.00
34.350,2.59,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13240.00
34.500,2.59,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13240.00
34.650,2.59,221.00,221.47,0.00,1.00,679.00,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13240.00
34.800,2.59,221.00,221.47,0.00,1.00,713.50,4.34,12.00,1.00,122.45,1.02,0.00,1.02,13240.00
