Time,"Oil pressure","Oil temperature","Coolant temperature","Actual speed","Actual gear","Engine speed","Throttle valve angle from potentiometer 1","Air mass flow","Fuel mass flow","Intake air temperature","Lambda actual value","Boost pressure","Boost pressure raw value","Current battery voltage"
413.311,2.63,228.20,218.23,0.00,2.00,1500.50,3.03,16.00,1.20,125.15,1.08,0.03,1.05,14240.00
413.461,2.63,228.20,218.23,0.00,2.00,1500.50,3.03,12.00,1.20,125.15,1.08,0.03,1.05,14240.00
413.612,2.63,228.20,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,1.08,0.03,1.05,14240.00
413.761,2.63,228.20,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,1.08,0.03,1.05,14240.00
413.911,2.63,228.20,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.03,1.05,14240.00
414.061,2.63,228.20,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.02,1.05,14240.00
414.242,2.63,228.20,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.02,1.03,14240.00
414.392,2.63,228.20,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.02,1.03,14180.00
414.542,2.68,228.20,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.02,1.03,14180.00
414.695,2.68,230.00,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.02,1.03,14180.00
414.841,2.68,230.00,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.02,1.03,14180.00
414.995,2.68,230.00,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.02,1.03,14180.00
415.142,2.68,230.00,218.23,0.00,2.00,1500.50,3.03,12.00,0.90,125.15,0.94,0.02,1.03,14180.00
415.295,2.68,230.00,218.23,0.00,2.00,1407.00,3.03,12.00,0.90,125.15,0.94,0.02,1.03,14180.00
415.441,2.68,230.00,218.23,0.00,2.00,1407.00,9.66,12.00,0.90,125.15,0.94,0.02,1.03,14180.00
415.622,2.68,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,0.90,125.15,0.94,0.02,1.03,14180.00
415.775,2.68,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,0.94,0.02,1.03,14180.00
415.921,2.68,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,0.94,0.02,1.03,14180.00
416.075,2.68,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.03,14180.00
416.222,2.68,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.03,14180.00
416.372,2.68,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.04,14180.00
416.521,2.68,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.04,13520.00
416.672,2.77,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.04,13520.00
416.822,2.77,230.00,218.23,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.04,13520.00
416.971,2.77,230.00,218.59,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.04,13520.00
417.122,2.77,230.00,218.59,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.04,13520.00
417.275,2.77,230.00,218.59,0.00,2.00,1407.00,9.66,36.00,2.80,125.15,1.05,0.02,1.04,13520.00
417.421,2.77,230.00,218.59,0.00,2.00,1738.50,9.66,36.00,2.80,125.15,1.05,0.02,1.04,13520.00
417.575,2.77,230.00,218.59,0.00,2.00,1738.50,11.55,36.00,2.80,125.15,1.05,0.02,1.04,13520.00
417.722,2.77,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,2.80,125.15,1.05,0.02,1.04,13520.00
417.872,2.77,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,3.60,125.15,1.05,0.02,1.04,13520.00
418.021,2.77,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.05,0.02,1.04,13520.00
418.202,2.77,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.02,1.04,13520.00
418.352,2.77,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.05,1.04,13520.00
418.502,2.77,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.05,1.07,13520.00
418.652,2.77,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
418.802,2.83,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
418.952,2.83,230.00,218.59,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
419.102,2.83,230.00,218.95,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
419.252,2.83,230.00,218.95,0.00,2.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
419.402,2.83,230.00,218.95,0.00,3.00,1738.50,11.55,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
419.552,2.83,230.00,218.95,0.00,3.00,2138.00,11.55,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
419.702,2.83,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
419.851,2.83,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.60,123.80,1.02,0.05,1.07,13460.00
420.002,2.83,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.02,0.05,1.07,13460.00
420.151,2.83,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.02,0.05,1.07,13460.00
420.302,2.83,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.05,1.07,13460.00
420.452,2.83,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.09,1.07,13460.00
420.602,2.83,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.09,1.10,13460.00
420.751,2.83,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.09,1.10,13440.00
420.901,2.73,230.00,218.95,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.09,1.10,13440.00
421.051,2.73,228.20,218.95,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.09,1.10,13440.00
421.202,2.73,228.20,219.13,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.09,1.10,13440.00
421.352,2.73,228.20,219.13,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.09,1.10,13440.00
421.501,2.73,228.20,219.13,0.00,3.00,2138.00,14.30,48.00,3.00,123.80,1.04,0.09,1.10,13440.00
421.685,2.73,228.20,219.13,0.00,3.00,1621.00,14.30,48.00,3.00,123.80,1.04,0.09,1.10,13440.00
421.831,2.73,228.20,219.13,0.00,3.00,1621.00,10.95,48.00,3.00,123.80,1.04,0.09,1.10,13440.00
421.981,2.73,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,3.00,123.80,1.04,0.09,1.10,13440.00
422.131,2.73,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.04,0.09,1.10,13440.00
422.282,2.73,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.04,0.09,1.10,13440.00
422.431,2.73,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
422.585,2.73,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
422.732,2.73,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
422.885,2.73,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
423.031,2.56,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
423.185,2.56,228.20,219.13,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
423.331,2.56,228.20,219.31,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
423.481,2.56,228.20,219.31,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
423.631,2.56,228.20,219.31,0.00,3.00,1621.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
423.785,2.56,228.20,219.31,0.00,3.00,1649.00,10.95,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
423.931,2.56,228.20,219.31,0.00,3.00,1649.00,2.88,56.00,4.00,123.80,1.00,0.09,1.10,13440.00
424.085,2.56,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,4.00,123.80,1.00,0.09,1.10,13440.00
424.231,2.56,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,1.00,0.09,1.10,13440.00
424.385,2.56,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,1.00,0.09,1.10,13440.00
424.532,2.56,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.09,1.10,13440.00
424.682,2.56,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.03,1.10,13440.00
424.831,2.56,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.03,1.05,13440.00
424.982,2.56,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
425.131,2.99,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
425.285,2.99,228.20,219.31,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
425.431,2.99,228.20,219.67,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
425.581,2.99,228.20,219.67,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
425.761,2.99,228.20,219.67,0.00,3.00,1649.00,2.88,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
425.911,2.99,228.20,219.67,0.00,3.00,1557.00,2.88,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
426.061,2.99,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
426.211,2.99,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,1.10,123.80,0.97,0.03,1.05,13500.00
426.361,2.99,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,0.90,123.80,0.97,0.03,1.05,13500.00
426.511,2.99,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.97,0.03,1.05,13500.00
426.661,2.99,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.03,1.05,13500.00
426.811,2.99,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.02,1.05,13500.00
426.962,2.99,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.02,1.04,13500.00
427.141,2.99,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.02,1.04,14720.00
427.295,2.56,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.02,1.04,14720.00
427.441,2.56,228.20,219.67,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.02,1.04,14720.00
427.595,2.56,228.20,219.85,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.02,1.04,14720.00
427.741,2.56,228.20,219.85,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.02,1.04,14720.00
427.922,2.56,228.20,219.85,0.00,3.00,1557.00,3.00,12.00,0.90,125.15,0.93,0.02,1.04,14720.00
428.072,2.56,228.20,219.85,0.00,3.00,1423.00,3.00,12.00,0.90,125.15,0.93,0.02,1.04,14720.00
428.221,2.56,228.20,219.85,0.00,3.00,1423.00,7.48,12.00,0.90,125.15,0.93,0.02,1.04,14720.00
428.372,2.56,228.20,219.85,0.00,3.00,1423.00,7.48,28.00,0.90,125.15,0.93,0.02,1.04,14720.00
428.522,2.56,228.20,219.85,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,0.93,0.02,1.04,14720.00
428.674,2.56,228.20,219.85,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,0.93,0.02,1.04,14720.00
428.822,2.56,228.20,219.85,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,14720.00
428.974,2.56,228.20,219.85,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,14720.00
429.121,2.56,228.20,219.85,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,14720.00
429.274,2.56,228.20,219.85,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
429.421,2.78,228.20,219.85,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
429.602,2.78,230.00,219.85,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
429.752,2.78,230.00,220.03,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
429.902,2.78,230.00,220.03,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
430.051,2.78,230.00,220.03,0.00,3.00,1423.00,7.48,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
430.202,2.78,230.00,220.03,0.00,3.00,1519.50,7.48,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
430.351,2.78,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
430.501,2.78,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.00,125.15,1.02,0.02,1.04,13560.00
430.651,2.78,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,1.02,0.02,1.04,13560.00
430.802,2.78,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,1.02,0.02,1.04,13560.00
430.985,2.78,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13560.00
431.131,2.78,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13560.00
431.285,2.78,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13560.00
431.431,2.78,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13460.00
431.585,2.73,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13460.00
431.731,2.73,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13460.00
431.885,2.73,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13460.00
432.031,2.73,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13460.00
432.181,2.73,230.00,220.03,0.00,3.00,1519.50,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13460.00
432.332,2.73,230.00,220.03,0.00,3.00,1615.00,8.01,28.00,2.20,125.15,0.98,0.02,1.04,13460.00
432.482,2.73,230.00,220.03,0.00,3.00,1615.00,6.41,28.00,2.20,125.15,0.98,0.02,1.04,13460.00
432.632,2.73,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,2.20,125.15,0.98,0.02,1.04,13460.00
432.785,2.73,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,0.98,0.02,1.04,13460.00
432.932,2.73,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,0.98,0.02,1.04,13460.00
433.085,2.73,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,13460.00
433.231,2.73,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,13460.00
433.381,2.73,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,13460.00
433.561,2.73,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,14320.00
433.711,2.72,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,14320.00
433.862,2.72,230.00,220.03,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,14320.00
434.011,2.72,230.00,220.21,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,14320.00
434.161,2.72,230.00,220.21,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,14320.00
434.311,2.72,230.00,220.21,0.00,3.00,1615.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,14320.00
434.462,2.72,230.00,220.21,0.00,3.00,1437.00,6.41,16.00,1.00,125.15,1.03,0.02,1.04,14320.00
434.611,2.72,230.00,220.21,0.00,3.00,1437.00,3.94,16.00,1.00,125.15,1.03,0.02,1.04,14320.00
434.761,2.72,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.00,125.15,1.03,0.02,1.04,14320.00
434.911,2.72,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,1.03,0.02,1.04,14320.00
435.062,2.72,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,1.03,0.02,1.04,14320.00
435.211,2.72,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,14320.00
435.361,2.72,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,14320.00
435.512,2.72,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,14320.00
435.661,2.72,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,13500.00
435.811,2.75,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,13500.00
435.962,2.75,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,13500.00
436.112,2.75,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,13500.00
436.261,2.75,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,13500.00
436.411,2.75,230.00,220.21,0.00,3.00,1437.00,3.94,20.00,1.20,125.15,0.97,0.02,1.04,13500.00
436.561,2.75,230.00,220.21,0.00,3.00,1497.50,3.94,20.00,1.20,125.15,0.97,0.02,1.04,13500.00
436.711,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,20.00,1.20,125.15,0.97,0.02,1.04,13500.00
436.862,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,1.20,125.15,0.97,0.02,1.04,13500.00
437.011,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.97,0.02,1.04,13500.00
437.161,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.97,0.02,1.04,13500.00
437.311,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13500.00
437.461,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13500.00
437.611,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13500.00
437.761,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
437.912,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
438.061,2.75,230.00,220.21,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
438.212,2.75,230.00,220.39,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
438.361,2.75,230.00,220.39,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
438.542,2.75,230.00,220.39,0.00,3.00,1497.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
438.695,2.75,230.00,220.39,0.00,3.00,1425.50,3.78,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
438.841,2.75,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
438.995,2.75,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.90,125.15,0.96,0.02,1.04,13460.00
439.141,2.75,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.96,0.02,1.04,13460.00
439.295,2.75,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.96,0.02,1.04,13460.00
439.441,2.75,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.02,1.04,13460.00
439.595,2.75,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.01,1.04,13460.00
439.741,2.75,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.01,1.03,13460.00
439.892,2.75,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.01,1.03,14680.00
440.041,2.64,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.01,1.03,14680.00
440.195,2.64,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.01,1.03,14680.00
440.341,2.64,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.01,1.03,14680.00
440.495,2.64,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.01,1.03,14680.00
440.642,2.64,230.00,220.39,0.00,3.00,1425.50,3.16,12.00,0.80,125.15,0.93,0.01,1.03,14680.00
440.795,2.64,230.00,220.39,0.00,3.00,1278.00,3.16,12.00,0.80,125.15,0.93,0.01,1.03,14680.00
440.942,2.64,230.00,220.39,0.00,3.00,1278.00,2.94,12.00,0.80,125.15,0.93,0.01,1.03,14680.00
441.122,2.64,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.80,125.15,0.93,0.01,1.03,14680.00
441.272,2.64,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,125.15,0.93,0.01,1.03,14680.00
441.422,2.64,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.93,0.01,1.03,14680.00
441.575,2.64,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14680.00
441.722,2.64,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14680.00
441.875,2.64,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14680.00
442.021,2.64,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
442.175,2.69,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
442.322,2.69,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
442.501,2.69,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
442.651,2.69,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
442.801,2.69,230.00,220.39,0.00,3.00,1278.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
442.951,2.69,230.00,220.39,0.00,3.00,1115.00,2.94,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
443.102,2.69,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
443.252,2.69,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
443.401,2.69,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
443.551,2.69,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,0.99,0.01,1.03,14460.00
443.701,2.69,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14460.00
443.852,2.69,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14460.00
444.001,2.69,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14460.00
444.151,2.69,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14740.00
444.302,2.62,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14740.00
444.452,2.62,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14740.00
444.602,2.62,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14740.00
444.751,2.62,230.00,220.39,0.00,3.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14740.00
444.901,2.62,230.00,220.39,0.00,2.00,1115.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14740.00
445.082,2.62,230.00,220.39,0.00,2.00,1380.00,2.56,8.00,0.70,126.50,1.03,0.01,1.03,14740.00
445.231,2.62,230.00,220.39,0.00,2.00,1380.00,3.22,8.00,0.70,126.50,1.03,0.01,1.03,14740.00
445.384,2.62,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.70,126.50,1.03,0.01,1.03,14740.00
445.532,2.62,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.03,0.01,1.03,14740.00
445.684,2.62,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.03,0.01,1.03,14740.00
445.832,2.62,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14740.00
445.984,2.62,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14740.00
446.132,2.62,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14740.00
446.284,2.62,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14180.00
446.432,2.57,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14180.00
446.584,2.57,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14180.00
446.732,2.57,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14180.00
446.884,2.57,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14180.00
447.032,2.57,230.00,220.39,0.00,2.00,1380.00,3.22,12.00,0.80,126.50,1.05,0.01,1.03,14180.00
